EmployeeKey,EmployeeCode,FirstName,LastName,BirthDate,Gender,DepartmentKey,RoleKey,LocationKey,EmploymentTypeKey,ManagerKey,HireDate,TerminationDate,TerminationReason
5687,EMP005744,First_005744,Last_005744,17/11/1954,M,3,25,1,2,NULL,20/08/2018,NULL,NULL
5688,EMP005745,First_005745,Last_005745,10/11/1954,F,6,13,4,3,NULL,22/07/2018,NULL,NULL
5689,EMP005746,First_005746,Last_005746,3/11/1954,M,9,22,7,1,NULL,23/06/2018,NULL,NULL
5690,EMP005747,First_005747,Last_005747,27/10/1954,F,2,10,2,2,NULL,25/05/2018,NULL,NULL
5691,EMP005748,First_005748,Last_005748,20/10/1954,M,5,39,5,3,NULL,26/04/2018,NULL,NULL
5692,EMP005749,First_005749,Last_005749,13/10/1954,F,8,7,8,1,NULL,28/03/2018,NULL,NULL
5693,EMP005750,First_005750,Last_005750,6/10/1954,M,1,36,3,2,NULL,27/02/2018,24/08/2024,Termination
5694,EMP005751,First_005751,Last_005751,29/09/1954,F,4,4,6,3,NULL,29/01/2018,NULL,NULL
5695,EMP005752,First_005752,Last_005752,22/09/1954,M,7,33,1,1,NULL,31/12/2017,NULL,NULL
5696,EMP005753,First_005753,Last_005753,15/09/1954,F,10,1,4,2,NULL,2/12/2017,NULL,NULL
5697,EMP005754,First_005754,Last_005754,8/09/1954,M,3,30,7,3,NULL,3/11/2017,NULL,NULL
5698,EMP005755,First_005755,Last_005755,1/09/1954,F,6,18,2,1,NULL,5/10/2017,NULL,NULL
5699,EMP005756,First_005756,Last_005756,25/08/1954,M,9,27,5,2,NULL,6/09/2017,NULL,NULL
5700,EMP005757,First_005757,Last_005757,18/08/1954,F,2,15,8,3,NULL,8/08/2017,NULL,NULL
5701,EMP005758,First_005758,Last_005758,11/08/1954,M,5,24,3,1,NULL,10/07/2017,NULL,NULL
5702,EMP005759,First_005759,Last_005759,4/08/1954,F,8,12,6,2,NULL,11/06/2017,NULL,NULL
5703,EMP005760,First_005760,Last_005760,28/07/1954,M,1,21,1,3,NULL,13/05/2017,18/10/2024,Resignation
5704,EMP005761,First_005761,Last_005761,21/07/1954,F,4,9,4,1,NULL,14/04/2017,NULL,NULL
5705,EMP005762,First_005762,Last_005762,14/07/1954,M,7,38,7,2,NULL,16/03/2017,NULL,NULL
5706,EMP005763,First_005763,Last_005763,7/07/1954,F,10,6,2,3,NULL,15/02/2017,NULL,NULL
5707,EMP005764,First_005764,Last_005764,30/06/1954,M,3,35,5,1,NULL,17/01/2017,NULL,NULL
5708,EMP005765,First_005765,Last_005765,23/06/1954,F,6,3,8,2,NULL,19/12/2016,NULL,NULL
5709,EMP005766,First_005766,Last_005766,16/06/1954,M,9,32,3,3,NULL,20/11/2016,NULL,NULL
5710,EMP005767,First_005767,Last_005767,9/06/1954,F,2,20,6,1,NULL,22/10/2016,NULL,NULL
5711,EMP005768,First_005768,Last_005768,2/06/1954,M,5,29,1,2,NULL,23/09/2016,NULL,NULL
5712,EMP005769,First_005769,Last_005769,26/05/1954,F,8,17,4,3,NULL,25/08/2016,NULL,NULL
5713,EMP005770,First_005770,Last_005770,19/05/1954,M,1,26,7,1,NULL,27/07/2016,12/12/2024,Retirement
5714,EMP005771,First_005771,Last_005771,12/05/1954,F,4,14,2,2,NULL,28/06/2016,NULL,NULL
5715,EMP005772,First_005772,Last_005772,5/05/1954,M,7,23,5,3,NULL,30/05/2016,NULL,NULL
5716,EMP005773,First_005773,Last_005773,28/04/1954,F,10,11,8,1,NULL,1/05/2016,NULL,NULL
5717,EMP005774,First_005774,Last_005774,21/04/1954,M,3,40,3,2,NULL,2/04/2016,NULL,NULL
5718,EMP005775,First_005775,Last_005775,14/04/1954,F,6,8,6,3,NULL,4/03/2016,NULL,NULL
5719,EMP005776,First_005776,Last_005776,7/04/1954,M,9,37,1,1,NULL,4/02/2016,NULL,NULL
5720,EMP005777,First_005777,Last_005777,31/03/1954,F,2,5,4,2,NULL,6/01/2016,NULL,NULL
5721,EMP005778,First_005778,Last_005778,24/03/1954,M,5,34,7,3,NULL,8/12/2015,NULL,NULL
5722,EMP005779,First_005779,Last_005779,17/03/1954,F,8,2,2,1,NULL,9/11/2015,NULL,NULL
5723,EMP005780,First_005780,Last_005780,10/03/1954,M,1,31,5,2,NULL,11/10/2015,6/02/2024,Termination
5724,EMP005781,First_005781,Last_005781,3/03/1954,F,4,19,8,3,NULL,12/09/2015,NULL,NULL
5725,EMP005782,First_005782,Last_005782,24/02/1954,M,7,28,3,1,NULL,14/08/2015,NULL,NULL
5726,EMP005783,First_005783,Last_005783,17/02/1954,F,10,16,6,2,NULL,16/07/2015,NULL,NULL
5727,EMP005784,First_005784,Last_005784,10/02/1954,M,3,25,1,3,NULL,17/06/2015,NULL,NULL
5728,EMP005785,First_005785,Last_005785,3/02/1954,F,6,13,4,1,NULL,19/05/2015,NULL,NULL
5729,EMP005786,First_005786,Last_005786,27/01/1954,M,9,22,7,2,NULL,20/04/2015,NULL,NULL
5730,EMP005787,First_005787,Last_005787,20/01/1954,F,2,10,2,3,NULL,22/03/2015,NULL,NULL
5731,EMP005788,First_005788,Last_005788,13/01/1954,M,5,39,5,1,NULL,21/02/2015,NULL,NULL
5732,EMP005789,First_005789,Last_005789,6/01/1954,F,8,7,8,2,NULL,23/01/2015,NULL,NULL
5733,EMP005790,First_005790,Last_005790,30/12/1953,M,1,36,3,3,NULL,22/12/2024,NULL,Resignation
5734,EMP005791,First_005791,Last_005791,23/12/1953,F,4,4,6,1,NULL,23/11/2024,NULL,NULL
5735,EMP005792,First_005792,Last_005792,16/12/1953,M,7,33,1,2,NULL,25/10/2024,NULL,NULL
5736,EMP005793,First_005793,Last_005793,9/12/1953,F,10,1,4,3,NULL,26/09/2024,NULL,NULL
5737,EMP005794,First_005794,Last_005794,2/12/1953,M,3,30,7,1,NULL,28/08/2024,NULL,NULL
5738,EMP005795,First_005795,Last_005795,25/11/1953,F,6,18,2,2,NULL,30/07/2024,NULL,NULL
5739,EMP005796,First_005796,Last_005796,18/11/1953,M,9,27,5,3,NULL,1/07/2024,NULL,NULL
5740,EMP005797,First_005797,Last_005797,11/11/1953,F,2,15,8,1,NULL,2/06/2024,NULL,NULL
5741,EMP005798,First_005798,Last_005798,4/11/1953,M,5,24,3,2,NULL,4/05/2024,NULL,NULL
5742,EMP005799,First_005799,Last_005799,28/10/1953,F,8,12,6,3,NULL,5/04/2024,NULL,NULL
5743,EMP005800,First_005801,Last_005801,14/10/1953,F,4,9,4,2,NULL,7/02/2024,NULL,NULL
5744,EMP005802,First_005802,Last_005802,7/10/1953,M,7,38,7,3,NULL,9/01/2024,NULL,NULL
5745,EMP005803,First_005803,Last_005803,30/09/1953,F,10,6,2,1,NULL,11/12/2023,NULL,NULL
5746,EMP005804,First_005804,Last_005804,23/09/1953,M,3,35,5,2,NULL,12/11/2023,NULL,NULL
5747,EMP005805,First_005805,Last_005805,16/09/1953,F,6,3,8,3,NULL,14/10/2023,NULL,NULL
5748,EMP005806,First_005806,Last_005806,9/09/1953,M,9,32,3,1,NULL,15/09/2023,NULL,NULL
5749,EMP005807,First_005807,Last_005807,2/09/1953,F,2,20,6,2,NULL,17/08/2023,NULL,NULL
5750,EMP005808,First_005808,Last_005808,26/08/1953,M,5,29,1,3,NULL,19/07/2023,NULL,NULL
5751,EMP005809,First_005809,Last_005809,19/08/1953,F,8,17,4,1,NULL,20/06/2023,NULL,NULL
5752,EMP005810,First_005810,Last_005810,12/08/1953,M,1,26,7,2,NULL,22/05/2023,20/07/2024,Termination
5753,EMP005811,First_005811,Last_005811,5/08/1953,F,4,14,2,3,NULL,23/04/2023,NULL,NULL
5754,EMP005812,First_005812,Last_005812,29/07/1953,M,7,23,5,1,NULL,25/03/2023,NULL,NULL
5755,EMP005813,First_005813,Last_005813,22/07/1953,F,10,11,8,2,NULL,24/02/2023,NULL,NULL
5756,EMP005814,First_005814,Last_005814,15/07/1953,M,3,40,3,3,NULL,26/01/2023,NULL,NULL
5757,EMP005815,First_005815,Last_005815,8/07/1953,F,6,8,6,1,NULL,28/12/2022,NULL,NULL
5758,EMP005816,First_005816,Last_005816,1/07/1953,M,9,37,1,2,NULL,29/11/2022,NULL,NULL
5759,EMP005817,First_005817,Last_005817,24/06/1953,F,2,5,4,3,NULL,31/10/2022,NULL,NULL
5760,EMP005818,First_005818,Last_005818,17/06/1953,M,5,34,7,1,NULL,2/10/2022,NULL,NULL
5761,EMP005819,First_005819,Last_005819,10/06/1953,F,8,2,2,2,NULL,3/09/2022,NULL,NULL
5762,EMP005820,First_005820,Last_005820,3/06/1953,M,1,31,5,3,NULL,5/08/2022,13/09/2024,Resignation
5763,EMP005821,First_005821,Last_005821,27/05/1953,F,4,19,8,1,NULL,7/07/2022,NULL,NULL
5764,EMP005822,First_005822,Last_005822,20/05/1953,M,7,28,3,2,NULL,8/06/2022,NULL,NULL
5765,EMP005823,First_005823,Last_005823,13/05/1953,F,10,16,6,3,NULL,10/05/2022,NULL,NULL
5766,EMP005824,First_005824,Last_005824,6/05/1953,M,3,25,1,1,NULL,11/04/2022,NULL,NULL
5767,EMP005825,First_005825,Last_005825,29/04/1953,F,6,13,4,2,NULL,13/03/2022,NULL,NULL
5768,EMP005826,First_005826,Last_005826,22/04/1953,M,9,22,7,3,NULL,12/02/2022,NULL,NULL
5769,EMP005827,First_005827,Last_005827,15/04/1953,F,2,10,2,1,NULL,14/01/2022,NULL,NULL
5770,EMP005828,First_005828,Last_005828,8/04/1953,M,5,39,5,2,NULL,16/12/2021,NULL,NULL
5771,EMP005829,First_005829,Last_005829,1/04/1953,F,8,7,8,3,NULL,17/11/2021,NULL,NULL
5772,EMP005830,First_005830,Last_005830,25/03/1953,M,1,36,3,1,NULL,19/10/2021,7/11/2024,Retirement
5773,EMP005831,First_005831,Last_005831,18/03/1953,F,4,4,6,2,NULL,20/09/2021,NULL,NULL
5774,EMP005832,First_005832,Last_005832,11/03/1953,M,7,33,1,3,NULL,22/08/2021,NULL,NULL
5775,EMP005833,First_005833,Last_005833,4/03/1953,F,10,1,4,1,NULL,24/07/2021,NULL,NULL
5776,EMP005834,First_005834,Last_005834,25/02/1953,M,3,30,7,2,NULL,25/06/2021,NULL,NULL
5777,EMP005835,First_005835,Last_005835,18/02/1953,F,6,18,2,3,NULL,27/05/2021,NULL,NULL
5778,EMP005836,First_005836,Last_005836,11/02/1953,M,9,27,5,1,NULL,28/04/2021,NULL,NULL
5779,EMP005837,First_005837,Last_005837,4/02/1953,F,2,15,8,2,NULL,30/03/2021,NULL,NULL
5780,EMP005838,First_005838,Last_005838,28/01/1953,M,5,24,3,3,NULL,1/03/2021,NULL,NULL
5781,EMP005839,First_005839,Last_005839,21/01/1953,F,8,12,6,1,NULL,31/01/2021,NULL,NULL
5782,EMP005840,First_005840,Last_005840,14/01/1953,M,1,21,1,2,NULL,2/01/2021,1/01/2025,Termination
5783,EMP005841,First_005841,Last_005841,7/01/1953,F,4,9,4,3,NULL,4/12/2020,NULL,NULL
5784,EMP005842,First_005842,Last_005842,31/12/1952,M,7,38,7,1,NULL,5/11/2020,NULL,NULL
5785,EMP005843,First_005843,Last_005843,24/12/1952,F,10,6,2,2,NULL,7/10/2020,NULL,NULL
5786,EMP005844,First_005844,Last_005844,17/12/1952,M,3,35,5,3,NULL,8/09/2020,NULL,NULL
5787,EMP005845,First_005845,Last_005845,10/12/1952,F,6,3,8,1,NULL,10/08/2020,NULL,NULL
5788,EMP005846,First_005846,Last_005846,3/12/1952,M,9,32,3,2,NULL,12/07/2020,NULL,NULL
5789,EMP005847,First_005847,Last_005847,26/11/1952,F,2,20,6,3,NULL,13/06/2020,NULL,NULL
5790,EMP005848,First_005848,Last_005848,19/11/1952,M,5,29,1,1,NULL,15/05/2020,NULL,NULL
5791,EMP005849,First_005849,Last_005849,12/11/1952,F,8,17,4,2,NULL,16/04/2020,NULL,NULL
5792,EMP005850,First_005850,Last_005850,5/11/1952,M,1,26,7,3,NULL,18/03/2020,26/02/2024,Resignation
5793,EMP005851,First_005851,Last_005851,29/10/1952,F,4,14,2,1,NULL,18/02/2020,NULL,NULL
5794,EMP005852,First_005852,Last_005852,22/10/1952,M,7,23,5,2,NULL,20/01/2020,NULL,NULL
5795,EMP005853,First_005853,Last_005853,15/10/1952,F,10,11,8,3,NULL,22/12/2019,NULL,NULL
5796,EMP005854,First_005854,Last_005854,8/10/1952,M,3,40,3,1,NULL,23/11/2019,NULL,NULL
5797,EMP005855,First_005855,Last_005855,1/10/1952,F,6,8,6,2,NULL,25/10/2019,NULL,NULL
5798,EMP005856,First_005856,Last_005856,24/09/1952,M,9,37,1,3,NULL,26/09/2019,NULL,NULL
5799,EMP005857,First_005857,Last_005857,17/09/1952,F,2,5,4,1,NULL,28/08/2019,NULL,NULL
5800,EMP005858,First_005858,Last_005858,10/09/1952,M,5,34,7,2,NULL,30/07/2019,NULL,NULL
5801,EMP005859,First_005859,Last_005859,3/09/1952,F,8,2,2,3,NULL,1/07/2019,NULL,NULL
5802,EMP005860,First_005860,Last_005860,27/08/1952,M,1,31,5,1,NULL,2/06/2019,21/04/2024,Retirement
5803,EMP005861,First_005861,Last_005861,20/08/1952,F,4,19,8,2,NULL,4/05/2019,NULL,NULL
5804,EMP005862,First_005862,Last_005862,13/08/1952,M,7,28,3,3,NULL,5/04/2019,NULL,NULL
5805,EMP005863,First_005863,Last_005863,6/08/1952,F,10,16,6,1,NULL,7/03/2019,NULL,NULL
5806,EMP005864,First_005864,Last_005864,30/07/1952,M,3,25,1,2,NULL,6/02/2019,NULL,NULL
5807,EMP005865,First_005865,Last_005865,23/07/1952,F,6,13,4,3,NULL,8/01/2019,NULL,NULL
5808,EMP005866,First_005866,Last_005866,16/07/1952,M,9,22,7,1,NULL,10/12/2018,NULL,NULL
5809,EMP005867,First_005867,Last_005867,9/07/1952,F,2,10,2,2,NULL,11/11/2018,NULL,NULL
5810,EMP005868,First_005868,Last_005868,2/07/1952,M,5,39,5,3,NULL,13/10/2018,NULL,NULL
5811,EMP005869,First_005869,Last_005869,25/06/1952,F,8,7,8,1,NULL,14/09/2018,NULL,NULL
5812,EMP005870,First_005870,Last_005870,18/06/1952,M,1,36,3,2,NULL,16/08/2018,15/06/2024,Termination
5813,EMP005871,First_005871,Last_005871,11/06/1952,F,4,4,6,3,NULL,18/07/2018,NULL,NULL
5814,EMP005872,First_005872,Last_005872,4/06/1952,M,7,33,1,1,NULL,19/06/2018,NULL,NULL
5815,EMP005873,First_005873,Last_005873,28/05/1952,F,10,1,4,2,NULL,21/05/2018,NULL,NULL
5816,EMP005874,First_005874,Last_005874,21/05/1952,M,3,30,7,3,NULL,22/04/2018,NULL,NULL
5817,EMP005875,First_005875,Last_005875,14/05/1952,F,6,18,2,1,NULL,24/03/2018,NULL,NULL
5818,EMP005876,First_005876,Last_005876,7/05/1952,M,9,27,5,2,NULL,23/02/2018,NULL,NULL
5819,EMP005877,First_005877,Last_005877,30/04/1952,F,2,15,8,3,NULL,25/01/2018,NULL,NULL
5820,EMP005878,First_005878,Last_005878,23/04/1952,M,5,24,3,1,NULL,27/12/2017,NULL,NULL
5821,EMP005879,First_005879,Last_005879,16/04/1952,F,8,12,6,2,NULL,28/11/2017,NULL,NULL
5822,EMP005880,First_005880,Last_005880,9/04/1952,M,1,21,1,3,NULL,30/10/2017,9/08/2024,Resignation
5823,EMP005881,First_005881,Last_005881,2/04/1952,F,4,9,4,1,NULL,1/10/2017,NULL,NULL
5824,EMP005882,First_005882,Last_005882,26/03/1952,M,7,38,7,2,NULL,2/09/2017,NULL,NULL
5825,EMP005883,First_005883,Last_005883,19/03/1952,F,10,6,2,3,NULL,4/08/2017,NULL,NULL
5826,EMP005884,First_005884,Last_005884,12/03/1952,M,3,35,5,1,NULL,6/07/2017,NULL,NULL
5827,EMP005885,First_005885,Last_005885,5/03/1952,F,6,3,8,2,NULL,7/06/2017,NULL,NULL
5828,EMP005886,First_005886,Last_005886,27/02/1952,M,9,32,3,3,NULL,9/05/2017,NULL,NULL
5829,EMP005887,First_005887,Last_005887,20/02/1952,F,2,20,6,1,NULL,10/04/2017,NULL,NULL
5830,EMP005888,First_005888,Last_005888,13/02/1952,M,5,29,1,2,NULL,12/03/2017,NULL,NULL
5831,EMP005889,First_005889,Last_005889,6/02/1952,F,8,17,4,3,NULL,11/02/2017,NULL,NULL
5832,EMP005890,First_005890,Last_005890,30/01/1952,M,1,26,7,1,NULL,13/01/2017,3/10/2024,Retirement
5833,EMP005891,First_005891,Last_005891,23/01/1952,F,4,14,2,2,NULL,15/12/2016,NULL,NULL
5834,EMP005892,First_005892,Last_005892,16/01/1952,M,7,23,5,3,NULL,16/11/2016,NULL,NULL
5835,EMP005893,First_005893,Last_005893,9/01/1952,F,10,11,8,1,NULL,18/10/2016,NULL,NULL
5836,EMP005894,First_005894,Last_005894,2/01/1952,M,3,40,3,2,NULL,19/09/2016,NULL,NULL
5837,EMP005895,First_005895,Last_005895,26/12/1951,F,6,8,6,3,NULL,21/08/2016,NULL,NULL
5838,EMP005896,First_005896,Last_005896,19/12/1951,M,9,37,1,1,NULL,23/07/2016,NULL,NULL
5839,EMP005897,First_005897,Last_005897,12/12/1951,F,2,5,4,2,NULL,24/06/2016,NULL,NULL
5840,EMP005898,First_005898,Last_005898,5/12/1951,M,5,34,7,3,NULL,26/05/2016,NULL,NULL
5841,EMP005899,First_005899,Last_005899,28/11/1951,F,8,2,2,1,NULL,27/04/2016,NULL,NULL
5842,EMP005900,First_005901,Last_005901,14/11/1951,F,4,19,8,3,NULL,29/02/2016,NULL,NULL
5843,EMP005902,First_005902,Last_005902,7/11/1951,M,7,28,3,1,NULL,31/01/2016,NULL,NULL
5844,EMP005903,First_005903,Last_005903,31/10/1951,F,10,16,6,2,NULL,2/01/2016,NULL,NULL
5845,EMP005904,First_005904,Last_005904,24/10/1951,M,3,25,1,3,NULL,4/12/2015,NULL,NULL
5846,EMP005905,First_005905,Last_005905,17/10/1951,F,6,13,4,1,NULL,5/11/2015,NULL,NULL
5847,EMP005906,First_005906,Last_005906,10/10/1951,M,9,22,7,2,NULL,7/10/2015,NULL,NULL
5848,EMP005907,First_005907,Last_005907,3/10/1951,F,2,10,2,3,NULL,8/09/2015,NULL,NULL
5849,EMP005908,First_005908,Last_005908,26/09/1951,M,5,39,5,1,NULL,10/08/2015,NULL,NULL
5850,EMP005909,First_005909,Last_005909,19/09/1951,F,8,7,8,2,NULL,12/07/2015,NULL,NULL
5851,EMP005910,First_005910,Last_005910,12/09/1951,M,1,36,3,3,NULL,13/06/2015,22/01/2024,Resignation
5852,EMP005911,First_005911,Last_005911,5/09/1951,F,4,4,6,1,NULL,15/05/2015,NULL,NULL
5853,EMP005912,First_005912,Last_005912,29/08/1951,M,7,33,1,2,NULL,16/04/2015,NULL,NULL
5854,EMP005913,First_005913,Last_005913,22/08/1951,F,10,1,4,3,NULL,18/03/2015,NULL,NULL
5855,EMP005914,First_005914,Last_005914,15/08/1951,M,3,30,7,1,NULL,17/02/2015,NULL,NULL
5856,EMP005915,First_005915,Last_005915,8/08/1951,F,6,18,2,2,NULL,19/01/2015,NULL,NULL
5857,EMP005916,First_005916,Last_005916,1/08/1951,M,9,27,5,3,NULL,18/12/2024,NULL,NULL
5858,EMP005917,First_005917,Last_005917,25/07/1951,F,2,15,8,1,NULL,19/11/2024,NULL,NULL
5859,EMP005918,First_005918,Last_005918,18/07/1951,M,5,24,3,2,NULL,21/10/2024,NULL,NULL
5860,EMP005919,First_005919,Last_005919,11/07/1951,F,8,12,6,3,NULL,22/09/2024,NULL,NULL
5861,EMP005920,First_005920,Last_005920,4/07/1951,M,1,21,1,1,NULL,24/08/2024,NULL,Retirement
5862,EMP005921,First_005921,Last_005921,27/06/1951,F,4,9,4,2,NULL,26/07/2024,NULL,NULL
5863,EMP005922,First_005922,Last_005922,20/06/1951,M,7,38,7,3,NULL,27/06/2024,NULL,NULL
5864,EMP005923,First_005923,Last_005923,13/06/1951,F,10,6,2,1,NULL,29/05/2024,NULL,NULL
5865,EMP005924,First_005924,Last_005924,6/06/1951,M,3,35,5,2,NULL,30/04/2024,NULL,NULL
5866,EMP005925,First_005925,Last_005925,30/05/1951,F,6,3,8,3,NULL,1/04/2024,NULL,NULL
5867,EMP005926,First_005926,Last_005926,23/05/1951,M,9,32,3,1,NULL,3/03/2024,NULL,NULL
5868,EMP005927,First_005927,Last_005927,16/05/1951,F,2,20,6,2,NULL,3/02/2024,NULL,NULL
5869,EMP005928,First_005928,Last_005928,9/05/1951,M,5,29,1,3,NULL,5/01/2024,NULL,NULL
5870,EMP005929,First_005929,Last_005929,2/05/1951,F,8,17,4,1,NULL,7/12/2023,NULL,NULL
5871,EMP005930,First_005930,Last_005930,25/04/1951,M,1,26,7,2,NULL,8/11/2023,11/05/2024,Termination
5872,EMP005931,First_005931,Last_005931,18/04/1951,F,4,14,2,3,NULL,10/10/2023,NULL,NULL
5873,EMP005932,First_005932,Last_005932,11/04/1951,M,7,23,5,1,NULL,11/09/2023,NULL,NULL
5874,EMP005933,First_005933,Last_005933,4/04/1951,F,10,11,8,2,NULL,13/08/2023,NULL,NULL
5875,EMP005934,First_005934,Last_005934,28/03/1951,M,3,40,3,3,NULL,15/07/2023,NULL,NULL
5876,EMP005935,First_005935,Last_005935,21/03/1951,F,6,8,6,1,NULL,16/06/2023,NULL,NULL
5877,EMP005936,First_005936,Last_005936,14/03/1951,M,9,37,1,2,NULL,18/05/2023,NULL,NULL
5878,EMP005937,First_005937,Last_005937,7/03/1951,F,2,5,4,3,NULL,19/04/2023,NULL,NULL
5879,EMP005938,First_005938,Last_005938,28/02/1951,M,5,34,7,1,NULL,21/03/2023,NULL,NULL
5880,EMP005939,First_005939,Last_005939,21/02/1951,F,8,2,2,2,NULL,20/02/2023,NULL,NULL
5881,EMP005940,First_005940,Last_005940,14/02/1951,M,1,31,5,3,NULL,22/01/2023,5/07/2024,Resignation
5882,EMP005941,First_005941,Last_005941,7/02/1951,F,4,19,8,1,NULL,24/12/2022,NULL,NULL
5883,EMP005942,First_005942,Last_005942,31/01/1951,M,7,28,3,2,NULL,25/11/2022,NULL,NULL
5884,EMP005943,First_005943,Last_005943,24/01/1951,F,10,16,6,3,NULL,27/10/2022,NULL,NULL
5885,EMP005944,First_005944,Last_005944,17/01/1951,M,3,25,1,1,NULL,28/09/2022,NULL,NULL
5886,EMP005945,First_005945,Last_005945,10/01/1951,F,6,13,4,2,NULL,30/08/2022,NULL,NULL
5887,EMP005946,First_005946,Last_005946,3/01/1951,M,9,22,7,3,NULL,1/08/2022,NULL,NULL
5888,EMP005947,First_005947,Last_005947,27/12/1950,F,2,10,2,1,NULL,3/07/2022,NULL,NULL
5889,EMP005948,First_005948,Last_005948,20/12/1950,M,5,39,5,2,NULL,4/06/2022,NULL,NULL
5890,EMP005949,First_005949,Last_005949,13/12/1950,F,8,7,8,3,NULL,6/05/2022,NULL,NULL
5891,EMP005950,First_005950,Last_005950,6/12/1950,M,1,36,3,1,NULL,7/04/2022,29/08/2024,Retirement
5892,EMP005951,First_005951,Last_005951,29/11/1950,F,4,4,6,2,NULL,9/03/2022,NULL,NULL
5893,EMP005952,First_005952,Last_005952,22/11/1950,M,7,33,1,3,NULL,8/02/2022,NULL,NULL
5894,EMP005953,First_005953,Last_005953,15/11/1950,F,10,1,4,1,NULL,10/01/2022,NULL,NULL
5895,EMP005954,First_005954,Last_005954,8/11/1950,M,3,30,7,2,NULL,12/12/2021,NULL,NULL
5896,EMP005955,First_005955,Last_005955,1/11/1950,F,6,18,2,3,NULL,13/11/2021,NULL,NULL
5897,EMP005956,First_005956,Last_005956,25/10/1950,M,9,27,5,1,NULL,15/10/2021,NULL,NULL
5898,EMP005957,First_005957,Last_005957,18/10/1950,F,2,15,8,2,NULL,16/09/2021,NULL,NULL
5899,EMP005958,First_005958,Last_005958,11/10/1950,M,5,24,3,3,NULL,18/08/2021,NULL,NULL
5900,EMP005959,First_005959,Last_005959,4/10/1950,F,8,12,6,1,NULL,20/07/2021,NULL,NULL
5901,EMP005960,First_005960,Last_005960,27/09/1950,M,1,21,1,2,NULL,21/06/2021,23/10/2024,Termination
5902,EMP005961,First_005961,Last_005961,20/09/1950,F,4,9,4,3,NULL,23/05/2021,NULL,NULL
5903,EMP005962,First_005962,Last_005962,13/09/1950,M,7,38,7,1,NULL,24/04/2021,NULL,NULL
5904,EMP005963,First_005963,Last_005963,6/09/1950,F,10,6,2,2,NULL,26/03/2021,NULL,NULL
5905,EMP005964,First_005964,Last_005964,30/08/1950,M,3,35,5,3,NULL,25/02/2021,NULL,NULL
5906,EMP005965,First_005965,Last_005965,23/08/1950,F,6,3,8,1,NULL,27/01/2021,NULL,NULL
5907,EMP005966,First_005966,Last_005966,16/08/1950,M,9,32,3,2,NULL,29/12/2020,NULL,NULL
5908,EMP005967,First_005967,Last_005967,9/08/1950,F,2,20,6,3,NULL,30/11/2020,NULL,NULL
5909,EMP005968,First_005968,Last_005968,2/08/1950,M,5,29,1,1,NULL,1/11/2020,NULL,NULL
5910,EMP005969,First_005969,Last_005969,26/07/1950,F,8,17,4,2,NULL,3/10/2020,NULL,NULL
5911,EMP005970,First_005970,Last_005970,19/07/1950,M,1,26,7,3,NULL,4/09/2020,17/12/2024,Resignation
5912,EMP005971,First_005971,Last_005971,12/07/1950,F,4,14,2,1,NULL,6/08/2020,NULL,NULL
5913,EMP005972,First_005972,Last_005972,5/07/1950,M,7,23,5,2,NULL,8/07/2020,NULL,NULL
5914,EMP005973,First_005973,Last_005973,28/06/1950,F,10,11,8,3,NULL,9/06/2020,NULL,NULL
5915,EMP005974,First_005974,Last_005974,21/06/1950,M,3,40,3,1,NULL,11/05/2020,NULL,NULL
5916,EMP005975,First_005975,Last_005975,14/06/1950,F,6,8,6,2,NULL,12/04/2020,NULL,NULL
5917,EMP005976,First_005976,Last_005976,7/06/1950,M,9,37,1,3,NULL,14/03/2020,NULL,NULL
5918,EMP005977,First_005977,Last_005977,31/05/1950,F,2,5,4,1,NULL,14/02/2020,NULL,NULL
5919,EMP005978,First_005978,Last_005978,24/05/1950,M,5,34,7,2,NULL,16/01/2020,NULL,NULL
5920,EMP005979,First_005979,Last_005979,17/05/1950,F,8,2,2,3,NULL,18/12/2019,NULL,NULL
5921,EMP005980,First_005980,Last_005980,10/05/1950,M,1,31,5,1,NULL,19/11/2019,11/02/2024,Retirement
5922,EMP005981,First_005981,Last_005981,3/05/1950,F,4,19,8,2,NULL,21/10/2019,NULL,NULL
5923,EMP005982,First_005982,Last_005982,26/04/1950,M,7,28,3,3,NULL,22/09/2019,NULL,NULL
5924,EMP005983,First_005983,Last_005983,19/04/1950,F,10,16,6,1,NULL,24/08/2019,NULL,NULL
5925,EMP005984,First_005984,Last_005984,12/04/1950,M,3,25,1,2,NULL,26/07/2019,NULL,NULL
5926,EMP005985,First_005985,Last_005985,5/04/1950,F,6,13,4,3,NULL,27/06/2019,NULL,NULL
5927,EMP005986,First_005986,Last_005986,29/03/1950,M,9,22,7,1,NULL,29/05/2019,NULL,NULL
5928,EMP005987,First_005987,Last_005987,22/03/1950,F,2,10,2,2,NULL,30/04/2019,NULL,NULL
5929,EMP005988,First_005988,Last_005988,15/03/1950,M,5,39,5,3,NULL,1/04/2019,NULL,NULL
5930,EMP005989,First_005989,Last_005989,8/03/1950,F,8,7,8,1,NULL,3/03/2019,NULL,NULL
5931,EMP005990,First_005990,Last_005990,1/03/1950,M,1,36,3,2,NULL,2/02/2019,6/04/2024,Termination
5932,EMP005991,First_005991,Last_005991,22/02/1950,F,4,4,6,3,NULL,4/01/2019,NULL,NULL
