Channel;City;Region;Customer name;Order Date;Order ID;Department;Product Category (gender);Product Sub category;Product SKU;Product name; Distance from the warehouse ; Price ; Cost of sales ; Discount ; Order Quantity ; Sales 
Local store;Carbrooke;Norfolk;Twining Nemia & Steflik;28/03/2020;32454;Clothing;Men;Tees;MS02-XL-Blue;"Ryker LumaTech&trade; Tee (V-neck)-XL-Blue";205;19;66,1;0,1;12;228
Supermarket;Abbey Ward;Buckinghamshire;Geneva Woods Professional Ctr;28/03/2020;28807;Clothing;Men;Shorts;MSH11-34-Blue;Arcadio Gym Short-34-Blue;160;34;107,1;0;9;306
Local store;West End Ward;Greater London;Exhibit Crafts Inc;29/03/2020;37380;Clothing;Men;Pants;MP05-34-Green;Kratos Gym Pant-34-Green;35;44;480,5;0,1;42;1848
Franchise;Abbey Ward;Buckinghamshire;Wmgl 101.7 Fm;29/03/2020;37380;Clothing;Women;Hoodies & Sweatshirts;WH09-L-Red;Ariel Roll Sleeve Sweatshirt-L-Red;160;21;523,1;  -  ;47;987
Supermarket;Longhill Ward;Yorkshire, East (North Humbers;Inter American Press Assn;29/03/2020;37380;Clothing;Men;Tees;MS05-XL-Blue;"Helios EverCool&trade; Tee-XL-Blue";25;22;229,7;0,1;29;638
Supermarket;Abbey Ward;Buckinghamshire;Howland Machine Corp;29/03/2020;58342;Clothing;Men;Tees;MS10-S-Red;"Logan  HeatTec&reg; Tee-S-Red";160;20;432;0;40;800
Local store;Letchworth South West Ward;Hertfordshire;Elliott, John W Esq;30/03/2020;12323;Clothing;Men;Pants;MP09-36-Red;Livingston All-Purpose Tight-36-Red;35;37;639,4;0;32;1184
Franchise;Abbey Ward;Buckinghamshire;Chomsky, Charles Esq;30/03/2020;28805;Clothing;Men;Jackets;MJ01-L-Yellow;Beaumont Summit Kit-L-Yellow;160;47;1.189,10;0,1;46;2162
Franchise;Abbey Ward;Buckinghamshire;Crossroads Travel Service Inc;30/03/2020;58372;Clothing;Men;Pants;MP03-32-Green;Geo Insulated Jogging Pant-32-Green;160;52;1.273,00;0;48;2496
Franchise;Weston-Super-Mare;North Somerset;Southwest Ms Shopg Bag;30/03/2020;55715;Clothing;Men;Tees;MS01-XL-Black;Aero Daily Fitness Tee-XL-Black;45;10;98;0;28;280
Franchise;Parwich;Derbyshire;Jonson, Geo D Esq;30/03/2020;58372;Clothing;Men;Pants;MP03-36-Red;Geo Insulated Jogging Pant-36-Red;175;38;297,9;0,1;16;608
Small chain store;Loundsley Green Ward;Derbyshire;Modern Plastics Corp;30/03/2020;12323;Clothing;Men;Tees;MS05-M-Black;"Helios EverCool&trade; Tee-M-Black";55;11;25,1;  -  ;4;44
Supermarket;Royal Hospital Ward;Greater London;Davis Commercial Contracting;30/03/2020;28805;Clothing;Men;Pants;MP03-33-Blue;Geo Insulated Jogging Pant-33-Blue;30;50;58;0,1;4;200
Supermarket;Middlewich;Cheshire;Bedford Books St Martins Prs;30/03/2020;28805;Clothing;Women;Hoodies & Sweatshirts;WH02-XS-Orange;Hera Pullover Hoodie-XS-Orange;60;38;324,5;0,1;14;532
Local store;Broxburn, Uphall and Winchburg;West Lothian;Air Tech Streamlining;31/03/2020;45377;Clothing;Men;Hoodies & Sweatshirts;MH07-L-Gray;Hero Hoodie-L-Gray;155;38;482,2;0,1;47;1786
Local store;East Southbourne and Tuckton W;Bournemouth;Simpson, Fred B Esq;31/03/2020;9286;Clothing;Men;Pants;MP12-34-Red;Cronus Yoga Pant -34-Red;20;42;688;0,1;26;1092
Franchise;Abbey Ward;Buckinghamshire;Mr Bar B Q Inc;31/03/2020;9922;Clothing;Men;Shorts;MSH08-34-Blue;Orestes Fitness Short-34-Blue;160;26;312;0,1;24;624
Franchise;Dee Ward;Dumfries and Galloway;J A Associates;31/03/2020;9922;Clothing;Men;Hoodies & Sweatshirts;MH02-XL-Red;Teton Pullover Hoodie-XL-Red;35;42;538;0;21;882
Small chain store;Abbey Ward;Buckinghamshire;Morelli Hoskins Ford;31/03/2020;38370;Clothing;Men;Pants;MP09-33-Blue;Livingston All-Purpose Tight-33-Blue;160;34;1.139,00;  -  ;50;1700
Supermarket;Chichester;West Sussex;Word & Image Workshop Inc;31/03/2020;9922;Clothing;Men;Tees;MS07;"Deion Long-Sleeve EverCool&trade; Tee";20;5;87,1;0;26;130
Local store;Carbrooke;Norfolk;Ringo International Inc;01/04/2020;38212;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Red;Abominable Hoodie-XL-Red;205;40;471,2;  -  ;38;1520
Franchise;Carbrooke;Norfolk;Kaysers Nutrition Center;01/04/2020;38212;Clothing;Men;Tees;MS05;"Helios EverCool&trade; Tee";205;5;82,8;0,1;46;230
Supermarket;Abbey Ward;Buckinghamshire;Wa Inst For Plcy Studies;01/04/2020;38212;Clothing;Men;Jackets;MJ09-XS-White;Taurus Elements Shell-XS-White;160;54;868,3;0,1;24;1296
Local store;Broxburn, Uphall and Winchburg;West Lothian;Daily Advance;02/04/2020;37988;Clothing;Men;Shorts;MSH06-33-Red;Lono Yoga Short-33-Red;155;37;204,2;0,1;12;444
Local store;Howard Town Ward;Derbyshire;Anstoetter, Mark D Esq;02/04/2020;40643;Clothing;Men;Shorts;MSH03-36-Black;Meteor Workout Short-36-Black;45;37;527,6;0,1;23;851
Local store;Cockerton West Ward;Darlington;Reid, Carleton B Esq;02/04/2020;17287;Clothing;Men;Shorts;MSH03;Meteor Workout Short;35;39;107,3;0,1;11;429
Franchise;Darnall Ward;Yorkshire, South;Alternative Collection Svc Inc;02/04/2020;17287;Clothing;Men;Pants;MP02-33-Red;"Viktor LumaTech&trade; Pant-33-Red";85;50;455;0,1;26;1300
Supermarket;Conisbrough and Denaby Ward;South Yorkshire;Sherpa Corp;02/04/2020;22787;Clothing;Men;Pants;MP07-34-Purple;Thorpe Track Pant-34-Purple;70;42;411,6;0,1;35;1470
Supermarket;Malmesbury;Wiltshire;Godfroy, William Esq;02/04/2020;17287;Clothing;Men;Jackets;MJ10-S-Red;"Mars HeatTech&trade; Pullover-S-Red";100;59;762,3;0;38;2242
Franchise;Abbey Ward;Buckinghamshire;El Hispanic News;03/04/2020;197;Clothing;Men;Jackets;MJ07-M-Black;Orion Two-Tone Fitted Jacket-M-Black;160;63;652,1;0;23;1449
Franchise;Abbey Ward;Buckinghamshire;Jones, Brigham P Esq;03/04/2020;21601;Clothing;Men;Tanks;MT04-L-Blue;Helios Endurance Tank-L-Blue;160;17;119;0,1;20;340
Franchise;Maybury and Sheerwater Ward;Surrey;Mr Bar B Q Inc;03/04/2020;17860;Clothing;Men;Pants;MP02-36-Gray;"Viktor LumaTech&trade; Pant-36-Gray";60;49;439;0,1;16;784
Local store;Bargate Ward;Southampton;Kiqo Pure Gold Oldies 104 Fm;04/04/2020;33700;Clothing;Men;Pants;MP05-33-Blue;Kratos Gym Pant-33-Blue;35;55;831,6;  -  ;36;1980
Supermarket;Greets Green and Lyng Ward;West Midlands;Red Giant Foods Inc;04/04/2020;22375;Clothing;Women;Hoodies & Sweatshirts;WH09-M-Green;Ariel Roll Sleeve Sweatshirt-M-Green;65;22;491,9;0;43;946
Local store;Broxburn, Uphall and Winchburg;West Lothian;First Ozaukee Savings Bank;05/04/2020;52929;Clothing;Men;Jackets;MJ03-S-Black;Montana Wind Jacket-S-Black;65;64;1.100,80;0;43;2752
Local store;Devizes;Wiltshire;Omni Mandalay;05/04/2020;23940;Clothing;Men;Tees;MS10-XS-Black;"Logan  HeatTec&reg; Tee-XS-Black";40;13;166,4;0;20;260
Franchise;Woodhall Farm Ward;Hertfordshire;Fred, Anthony Esq;05/04/2020;52929;Clothing;Women;Hoodies & Sweatshirts;WH08-S-White;Cassia Funnel Sweatshirt-S-White;45;32;65;0;7;224
Franchise;St. Enoder;Cornwall;Rosati, Marc D Esq;05/04/2020;56550;Clothing;Men;Jackets;MJ06-L-Green;Jupiter All-Weather Trainer -L-Green;30;60;777;0;37;2220
Franchise;Maybury and Sheerwater Ward;Surrey;Indiana Electronics Corp;05/04/2020;52929;Clothing;Men;Jackets;MJ09-M-Yellow;Taurus Elements Shell-M-Yellow;60;45;393,3;0,1;19;855
Franchise;Parwich;Derbyshire;Trautman, Eileen Esq;05/04/2020;56550;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Red;Abominable Hoodie-XL-Red;175;27;97,2;  -  ;8;216
Franchise;Parwich;Derbyshire;Young Door Company;05/04/2020;52929;Clothing;Men;Jackets;MJ02-S-Red;Hyperion Elements Jacket-S-Red;175;59;649;0;20;1180
Franchise;Beeston West Ward;Nottinghamshire;El Adobe Inn;05/04/2020;56550;Clothing;Men;Jackets;MJ09-XS-Blue;Taurus Elements Shell-XS-Blue;140;40;792;0,1;33;1320
Small chain store;Govan Ward;Glasgow City;Taylor Inn;05/04/2020;50083;Clothing;Men;Jackets;MJ01-XS-Orange;Beaumont Summit Kit-XS-Orange;35;61;1.348,70;0;33;2013
Small chain store;Loundsley Green Ward;Derbyshire;Mcdonald Service Station;05/04/2020;16291;Clothing;Men;Tanks;MT07-XL-Gray;Argus All-Weather Tank-XL-Gray;55;23;392,2;0;31;713
Supermarket;Burmantofts and Richmond Hill ;West Yorkshire;Berg, Michael D Esq;05/04/2020;7680;Clothing;Men;Tanks;MT08-XL-Green;Sparta Gym Tank-XL-Green;40;17;282,9;0;32;544
Supermarket;South Ward;North Eart Lincolnshire;Nature Conservancy;05/04/2020;23940;Clothing;Men;Shorts;MSH12-34-Gray;Pierce Gym Short-34-Gray;60;27;178,2;0;11;297
Local store;Carbrooke;Norfolk;Budget Annex;06/04/2020;23104;Clothing;Men;Hoodies & Sweatshirts;MH08-S-Brown;Oslo Trek Hoodie-S-Brown;205;29;341;0;24;696
Local store;Central Buchan Ward;Aberdeenshire;Lutz, Christopher T Esq;06/04/2020;19424;Clothing;Men;Tees;MS07-XL-Black;"Deion Long-Sleeve EverCool&trade; Tee-XL-Black";90;8;83,5;0,1;29;232
Local store;Broxburn, Uphall and Winchburg;West Lothian;Nohr, Katharine M Esq;06/04/2020;51652;Clothing;Men;Shorts;MSH06-33-Gray;Lono Yoga Short-33-Gray;155;39;533,9;0;37;1443
Local store;Lye and Stourbridge North Ward;West Midlands;Kaysers Nutrition Center;06/04/2020;23104;Clothing;Women;Hoodies & Sweatshirts;WH08;Cassia Funnel Sweatshirt;25;21;23,3;0;3;63
Franchise;Abbey Ward;Buckinghamshire;Matt Parrott & Sons Co;06/04/2020;11648;Clothing;Men;Hoodies & Sweatshirts;MH06-XS-Purple;Stark Fundamental Hoodie-XS-Purple;160;31;593,3;  -  ;33;1023
Franchise;Abbey Ward;Buckinghamshire;Omni Mandalay;06/04/2020;30820;Clothing;Men;Jackets;MJ11-XL-Red;Typhon Performance Fleece-lined Jacket-XL-Red;160;51;589,1;0,1;21;1071
Franchise;Parwich;Derbyshire;Trautman, Eileen Esq;06/04/2020;11648;Clothing;Men;Jackets;MJ03-XL-Green;Montana Wind Jacket-XL-Green;175;55;17,1;0,1;1;55
Small chain store;Howard Town Ward;Derbyshire;Advanced Data Systems;06/04/2020;53825;Clothing;Women;Hoodies & Sweatshirts;WH01-XL-Purple;Mona Pullover Hoodlie-XL-Purple;45;42;438,5;0,1;36;1512
Small chain store;Loundsley Green Ward;Derbyshire;Bayou Welding Works Inc;06/04/2020;51652;Clothing;Men;Hoodies & Sweatshirts;MH11-M-White;Grayson Crewneck Sweatshirt -M-White;55;26;582,9;0,1;38;988
Supermarket;Midway Ward;Derbyshire;Finley Colmer & Co;06/04/2020;19424;Clothing;Men;Pants;MP10-36-Green;Orestes Yoga Pant -36-Green;35;50;721,5;0,1;37;1850
Local store;Meads Ward;East Sussex;Cooper Electric Supply Co;07/04/2020;13569;Clothing;Men;Jackets;MJ10-L-Black;"Mars HeatTech&trade; Pullover-L-Black";110;65;634,4;0,1;16;1040
Local store;New Milton;Hampshire;Smart Signs;07/04/2020;18182;Clothing;Men;Tees;MS08-XS-Black;Strike Endurance Tee-XS-Black;35;22;504,9;0;45;990
Franchise;Carbrooke;Norfolk;Karl May General Contractor;07/04/2020;13795;Clothing;Men;Hoodies & Sweatshirts;MH04-XL-White;Frankie  Sweatshirt-XL-White;205;35;630;0;30;1050
Franchise;Weston-Super-Mare;North Somerset;Typesetters;07/04/2020;13795;Clothing;Men;Tees;MS09-S-Blue;"Ryker LumaTech&trade; Tee (Crew-neck)-S-Blue";45;15;316,4;0;37;555
Franchise;Maybury and Sheerwater Ward;Surrey;Indiana Electronics Corp;07/04/2020;18182;Clothing;Men;Tees;MS11;Atomic Endurance Running Tee (V-neck);60;22;73,9;0,1;12;264
Small chain store;Westgate Ward;Gloucestershire;Las Vegas Art Museum;07/04/2020;18182;Clothing;Women;Hoodies & Sweatshirts;WH03-XS-Green;Autumn Pullie-XS-Green;50;32;489,6;0;45;1440
Small chain store;Loundsley Green Ward;Derbyshire;Callender, William C Esq;07/04/2020;13795;Clothing;Men;Tanks;MT03;Primo Endurance Tank;55;20;243,8;0,1;23;460
Supermarket;St. Enoder;Cornwall;Bork, Terry D Esq;07/04/2020;13569;Clothing;Women;Hoodies & Sweatshirts;WH07-XL-White;Phoebe Zipper Sweatshirt-XL-White;30;29;143,3;0;13;377
Local store;Carbrooke;Norfolk;Practical Periphrals;08/04/2020;52423;Clothing;Men;Pants;MP02-34-Gray;"Viktor LumaTech&trade; Pant-34-Gray";205;40;725,2;0;49;1960
Local store;Broxburn, Uphall and Winchburg;West Lothian;Laitinen, Stephen B Esq;08/04/2020;49027;Clothing;Women;Hoodies & Sweatshirts;WH08-M-White;Cassia Funnel Sweatshirt-M-White;155;39;591,6;0,1;41;1599
Local store;East Southbourne and Tuckton W;Bournemouth;Simpson, Fred B Esq;08/04/2020;52423;Clothing;Men;Tanks;MT01-L-Orange;"Erikssen CoolTech&trade; Fitness Tank-L-Orange";20;25;306,3;0;25;625
Franchise;Abbey Ward;Buckinghamshire;Rosenkrance, Brent;08/04/2020;15907;Clothing;Men;Tees;MS08-S-Black;Strike Endurance Tee-S-Black;160;13;299,5;0;36;468
Franchise;Abbey Ward;Buckinghamshire;Country Kitchen;08/04/2020;15907;Clothing;Men;Tees;MS07-XS-White;"Deion Long-Sleeve EverCool&trade; Tee-XS-White";160;20;280,8;0;36;720
Franchise;Gresham Ward;Middlesbrough;Advanced Data Systems;08/04/2020;15907;Clothing;Men;Hoodies & Sweatshirts;MH06-L-Purple;Stark Fundamental Hoodie-L-Purple;35;30;64,8;0,1;4;120
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Trautman, Eileen Esq;08/04/2020;23522;Clothing;Men;Tees;MS07-M-Black;"Deion Long-Sleeve EverCool&trade; Tee-M-Black";65;16;49,9;0;8;128
Franchise;Abbey Road Ward;Greater London;Advanced Engineering Assocs;08/04/2020;6180;Clothing;Men;Tanks;MT05;Rocco Gym Tank;35;20;352;0;44;880
Franchise;Brimpton;Berkshire;Upper Deck Co;08/04/2020;23522;Clothing;Men;Hoodies & Sweatshirts;MH12-XS-Red;Ajax Full-Zip Sweatshirt -XS-Red;35;41;959,4;0,1;36;1476
Franchise;City and Hunslet Ward;West Yorkshire;Ottumwa Glass Co;08/04/2020;23522;Clothing;Men;Shorts;MSH01-33-Black;"Cobalt CoolTech&trade; Fitness Short-33-Black";20;45;530,1;0,1;19;855
Small chain store;Parwich;Derbyshire;Sheraton Inn Ocean Front;08/04/2020;5251;Clothing;Women;Hoodies & Sweatshirts;WH05-XS-Purple;Selene Yoga Hoodie-XS-Purple;175;23;384,6;0,1;38;874
Supermarket;Carbrooke;Norfolk;C Leasing Company;08/04/2020;45025;Clothing;Men;Pants;MP01-32-Gray;Caesar Warm-Up Pant-32-Gray;205;34;406,6;0,1;26;884
Supermarket;Parwich;Derbyshire;Jonson, Geo D Esq;08/04/2020;23522;Clothing;Men;Tees;MS12-S-Red;Atomic Endurance Running Tee (Crew-Neck)-S-Red;175;24;196,8;0,1;20;480
Franchise;Abbey Ward;Buckinghamshire;Wa Inst For Plcy Studies;09/04/2020;26406;Clothing;Men;Jackets;MJ11-XL-Red;Typhon Performance Fleece-lined Jacket-XL-Red;160;59;778,8;0,1;40;2360
Franchise;Abbey Ward;Buckinghamshire;Council Of Cmnty Blood Ctrs;09/04/2020;17985;Clothing;Men;Pants;MP09-32-Black;Livingston All-Purpose Tight-32-Black;160;49;1.421,00;0,1;50;2450
Small chain store;Smallbridge and Firgrove Ward;Greater Manchester;Greater Cinc Schl Empl Crdt Un;09/04/2020;17985;Clothing;Men;Shorts;MSH06;Lono Yoga Short;105;31;63,2;0;4;124
Local store;Broxburn, Uphall and Winchburg;West Lothian;Laitinen, Stephen B Esq;10/04/2020;4769;Clothing;Men;Shorts;MSH10-36-Green;Sol Active Short-36-Green;155;41;504,3;0;41;1681
Franchise;Abbey Ward;Buckinghamshire;Allgood Industries;10/04/2020;40803;Clothing;Women;Hoodies & Sweatshirts;WH09;Ariel Roll Sleeve Sweatshirt;160;33;210,5;0,1;22;726
Franchise;Stratfield Mortimer;Berkshire;Mullins, Glen Esq;10/04/2020;15780;Clothing;Men;Tees;MS06-M-Yellow;Zoltan Gym Tee-M-Yellow;75;9;114,6;0;19;171
Franchise;Crompton Ward;Greater Manchester;Interdependence Associates Inc;10/04/2020;40803;Clothing;Men;Tanks;MT04-M-Blue;Helios Endurance Tank-M-Blue;90;23;330,1;0;35;805
Small chain store;Abbey Ward;Buckinghamshire;Tiny Tots Originals Div;10/04/2020;11975;Clothing;Men;Tanks;MT02-XL-Gray;Tristan Endurance Tank-XL-Gray;160;20;369,8;0,1;43;860
Franchise;Woodstock Ward;South Gloucestershire;Valley Prodn Ctr For Vid & Aud;11/04/2020;9216;Clothing;Men;Pants;MP02-32-Gray;"Viktor LumaTech&trade; Pant-32-Gray";35;45;486;0,1;36;1620
Local store;Broxburn, Uphall and Winchburg;West Lothian;A F Supl Co Div Automtc Firing;12/04/2020;21063;Clothing;Men;Shorts;MSH02-33-Black;Apollo Running Short-33-Black;155;36;811,4;  -  ;49;1764
Local store;East Southbourne and Tuckton W;Bournemouth;Jeanettes Drapery & Upholstery;12/04/2020;24646;Clothing;Women;Hoodies & Sweatshirts;WH02-XL-Green;Hera Pullover Hoodie-XL-Green;20;26;574,1;0,1;46;1196
Franchise;Selston;Nottinghamshire;Acc Automation Inc;12/04/2020;52293;Clothing;Men;Shorts;MSH09-34-Green;Troy Yoga Short-34-Green;100;34;38,1;0,1;4;136
Small chain store;Colnbrook with Poyle;Buckinghamshire;Kinkos Copies;12/04/2020;21063;Clothing;Women;Hoodies & Sweatshirts;WH08-S-White;Cassia Funnel Sweatshirt-S-White;55;38;1.185,60;  -  ;48;1824
Small chain store;Westgate Ward;Gloucestershire;Las Vegas Art Museum;12/04/2020;29510;Clothing;Women;Hoodies & Sweatshirts;WH04-L-Blue;Miko Pullover Hoodie-L-Blue;50;20;233,2;0;22;440
Supermarket;Hawerby cum Beesby;Lincolnshire;Bethesda Gazette;12/04/2020;24646;Clothing;Women;Hoodies & Sweatshirts;WH02-S-Blue;Hera Pullover Hoodie-S-Blue;40;36;189;  -  ;21;756
Supermarket;Franche Ward;Hereford and Worcester;Inter American Press Assn;12/04/2020;21444;Clothing;Men;Hoodies & Sweatshirts;MH06-M-Black;Stark Fundamental Hoodie-M-Black;35;44;471,2;0,1;17;748
Local store;New Milton;Hampshire;Wuhf Fox 31;13/04/2020;40770;Clothing;Men;Jackets;MJ11-XL-Green;Typhon Performance Fleece-lined Jacket-XL-Green;35;59;280,3;0,1;19;1121
Local store;Castle Ward;West Sussex;Direct Tools & Fasteners;13/04/2020;47367;Clothing;Men;Tanks;MT03-L-Blue;Primo Endurance Tank-L-Blue;40;18;60,5;0,1;6;108
Franchise;Parwich;Derbyshire;Mcallister & Murphy Pc;13/04/2020;45248;Clothing;Men;Tees;MS02-XS-Blue;"Ryker LumaTech&trade; Tee (V-neck)-XS-Blue";175;25;484,5;0,1;38;950
Franchise;Darnall Ward;Yorkshire, South;Reliable Metalcraft Inc;13/04/2020;47367;Clothing;Men;Pants;MP11-34-Blue;Aether Gym Pant -34-Blue;85;36;168,8;0,1;7;252
Small chain store;Abbey Ward;Buckinghamshire;Herr Foods Inc;13/04/2020;41157;Clothing;Women;Hoodies & Sweatshirts;WH07-M-Purple;Phoebe Zipper Sweatshirt-M-Purple;160;30;432,9;0,1;39;1170
Supermarket;Abbey Ward;Buckinghamshire;Mail Boxes Etc;13/04/2020;45248;Clothing;Women;Hoodies & Sweatshirts;WH05-XL-Orange;Selene Yoga Hoodie-XL-Orange;160;29;287,7;0,1;32;928
Local store;Ruckinge;Kent;Advantage Title & Escrow Inc;14/04/2020;39527;Clothing;Men;Tees;MS04-L-Black;"Gobi HeatTec&reg; Tee-L-Black";115;23;173,4;0;29;667
Local store;East Southbourne and Tuckton W;Bournemouth;Jeanettes Drapery & Upholstery;14/04/2020;39492;Clothing;Men;Hoodies & Sweatshirts;MH13-XS-Green;Marco Lightweight Active Hoodie-XS-Green;20;45;348,8;0;31;1395
Franchise;Marldon;Devon;Severt, Todd D Esq;14/04/2020;38530;Clothing;Men;Tees;MS05-L-Black;"Helios EverCool&trade; Tee-L-Black";45;17;471,4;0;47;799
Small chain store;Franche Ward;Hereford and Worcester;Brewster Wallcoverings Co;14/04/2020;39492;Clothing;Men;Jackets;MJ02-S-Orange;Hyperion Elements Jacket-S-Orange;35;40;624;0,1;40;1600
Supermarket;Abbey Ward;Buckinghamshire;Meder, Randy F Cpa;14/04/2020;38530;Clothing;Men;Hoodies & Sweatshirts;MH08-M-Red;Oslo Trek Hoodie-M-Red;160;40;338;0,1;13;520
Supermarket;Letchworth South West Ward;Hertfordshire;Donald, G Nelson Esq;14/04/2020;39492;Clothing;Women;Bras & Tanks;WB05-S-Purple;Lucia Cross-Fit Bra -S-Purple;35;25;446,5;0;38;950
Supermarket;Franche Ward;Hereford and Worcester;Cinemax Cable Pay Tv Svce;14/04/2020;29639;Clothing;Men;Jackets;MJ07-XL-Yellow;Orion Two-Tone Fitted Jacket-XL-Yellow;35;62;228,2;0;8;496
Local store;Broxburn, Uphall and Winchburg;West Lothian;Curtin, Patricia M Esq;15/04/2020;13634;Clothing;Men;Tees;MS10-XL-Blue;"Logan  HeatTec&reg; Tee-XL-Blue";155;21;454;0,1;46;966
Franchise;Weston-Super-Mare;North Somerset;Engelbrecht Ackerman & Hassman;15/04/2020;23301;Clothing;Women;Bras & Tanks;WB03-M-Yellow;Celeste Sports Bra-M-Yellow;45;19;26,8;0,1;3;57
Franchise;Darnall Ward;Yorkshire, South;Alternative Collection Svc Inc;15/04/2020;35360;Clothing;Men;Tanks;MT09-XS-Blue;Sinbad Fitness Tank-XS-Blue;85;15;28,8;0;4;60
Small chain store;Loundsley Green Ward;Derbyshire;Farmers Electric Co Op Inc;15/04/2020;38118;Clothing;Men;Hoodies & Sweatshirts;MH02-XS-Black;Teton Pullover Hoodie-XS-Black;55;20;81,2;0,1;7;140
Supermarket;Broxburn, Uphall and Winchburg;West Lothian;Charles S Cavadini Cic;15/04/2020;13634;Clothing;Men;Pants;MP11-36-Blue;Aether Gym Pant -36-Blue;65;34;449,8;0;27;918
Supermarket;Parwich;Derbyshire;Dale Yoder Clu Life Hlth & Bus;15/04/2020;23301;Clothing;Men;Jackets;MJ07-M-Black;Orion Two-Tone Fitted Jacket-M-Black;175;63;163,8;0;4;252
Local store;Parwich;Derbyshire;Central Hrdwr & Elec Corp;16/04/2020;41026;Clothing;Men;Shorts;MSH05-32-Gray;Hawkeye Yoga Short-32-Gray;175;27;133,4;0,1;19;513
Small chain store;Prestatyn Community;Denbighshire;Wnc Forklift Inc;16/04/2020;21799;Clothing;Men;Pants;MP07-36-Black;Thorpe Track Pant-36-Black;55;51;621,2;0,1;42;2142
Supermarket;Cockerton West Ward;Darlington;Village Business Center;16/04/2020;41026;Clothing;Men;Hoodies & Sweatshirts;MH09-S-Red;Abominable Hoodie-S-Red;35;43;161,7;0,1;8;344
Local store;Carbrooke;Norfolk;Computemp;17/04/2020;16802;Clothing;Men;Hoodies & Sweatshirts;MH08-S-Red;Oslo Trek Hoodie-S-Red;205;27;605,9;0,1;44;1188
Local store;Aldborough Ward;Greater London;Alaska State Troopers;17/04/2020;7812;Clothing;Men;Tees;MS04-XL-Orange;"Gobi HeatTec&reg; Tee-XL-Orange";35;7;56,3;0,1;12;84
Franchise;Weston-Super-Mare;North Somerset;Rug Gallery;17/04/2020;55362;Clothing;Women;Bras & Tanks;WB04-M-Yellow;Prima Compete Bra Top-M-Yellow;45;15;169,2;0,1;24;360
Franchise;Broxburn, Uphall and Winchburg;West Lothian;Proctor & Associates Co;17/04/2020;10308;Clothing;Men;Tanks;MT01;"Erikssen CoolTech&trade; Fitness Tank";65;18;360;0,1;40;720
Franchise;Shiney Row Ward;County Durham;Advantage Bookkeeping;17/04/2020;48354;Clothing;Women;Bras & Tanks;WB02-XL-Yellow;Erica Evercool Sports Bra-XL-Yellow;75;14;143,5;0;25;350
Franchise;Darnall Ward;Yorkshire, South;Reliable Metalcraft Inc;17/04/2020;16802;Clothing;Men;Jackets;MJ12-S-Black;Proteus Fitness Jackshirt-S-Black;85;60;733,2;0;26;1560
Franchise;City and Hunslet Ward;West Yorkshire;Ottumwa Glass Co;17/04/2020;31271;Clothing;Men;Tees;MS11-L-Yellow;Atomic Endurance Running Tee (V-neck)-L-Yellow;20;14;29,1;0;4;56
Supermarket;Abbey Ward;Buckinghamshire;Galloway Electric Co Inc;17/04/2020;37828;Clothing;Men;Hoodies & Sweatshirts;MH12-XS-Green;Ajax Full-Zip Sweatshirt -XS-Green;160;21;270,5;0;23;483
Supermarket;Abbey Ward;Buckinghamshire;A O J Mfg Corp;17/04/2020;37828;Clothing;Men;Tanks;MT01-XS-Red;"Erikssen CoolTech&trade; Fitness Tank-XS-Red";160;15;409,5;0;42;630
Supermarket;Abbey Ward;Buckinghamshire;Olden Camera & Lens Co Inc;17/04/2020;7812;Clothing;Men;Jackets;MJ03;Montana Wind Jacket;160;43;329;0;17;731
Franchise;Shiney Row Ward;County Durham;Sdse Public Tv;18/04/2020;26503;Clothing;Women;Hoodies & Sweatshirts;WH03-M-Green;Autumn Pullie-M-Green;75;28;211,7;0;12;336
Franchise;Shiney Row Ward;County Durham;Advantage Bookkeeping;18/04/2020;26503;Clothing;Men;Shorts;MSH05-36-Black;Hawkeye Yoga Short-36-Black;75;33;651,4;0,1;47;1551
Franchise;Llangeler Community;Ceredigion;Berry, John M Esq;18/04/2020;40454;Clothing;Men;Pants;MP03-32-Blue;Geo Insulated Jogging Pant-32-Blue;50;34;540,9;0,1;43;1462
Small chain store;Abbey Ward;Buckinghamshire;Reid, Carleton B Esq;18/04/2020;52261;Clothing;Men;Tees;MS11-S-Green;Atomic Endurance Running Tee (V-neck)-S-Green;160;22;506,7;0;49;1078
Local store;Carbrooke;Norfolk;Cain, John M Esq;19/04/2020;24486;Clothing;Men;Tanks;MT01-M-Gray;"Erikssen CoolTech&trade; Fitness Tank-M-Gray";205;24;100,8;  -  ;14;336
Local store;Smallbridge and Firgrove Ward;Greater Manchester;Kiqo Pure Gold Oldies 104 Fm;19/04/2020;39268;Clothing;Men;Jackets;MJ10-XS-Red;"Mars HeatTech&trade; Pullover-XS-Red";105;45;1.326,60;0;44;1980
Local store;East Southbourne and Tuckton W;Bournemouth;Simpson, Fred B Esq;19/04/2020;43013;Clothing;Men;Tanks;MT02-M-White;Tristan Endurance Tank-M-White;20;24;557,3;0,1;43;1032
Franchise;Carbrooke;Norfolk;Barker Electronics;19/04/2020;25863;Clothing;Men;Shorts;MSH07-36-Black;Rapha  Sports Short-36-Black;205;31;200,9;  -  ;18;558
