Employee_ID;First Name;Last Name;Gender;State;City;Education Level;Birthdate;Hiredate;Termdate;Department;Job Title;Salary;Performance Rating
00-95019446;Kathryn;Lewis;Male;Illinois;Chicago;Bachelor;26/05/1981;14/07/2023;;Sales;Sales Specialist;74681;Good
00-76700263;Kevin;Miranda;Male;New York;New York City;Master;10/09/1981;03/07/2018;;IT;Software Developer;101239;Satisfactory
00-46338173;Dakota;Evans;Male;New York;New York City;Bachelor;28/02/1976;24/08/2024;;IT;IT Support Specialist;66981;Excellent
00-55821856;Jason;Powers;Male;New York;New York City;Bachelor;20/11/1981;06/05/2017;;Operations;Inventory Specialist;69794;Needs Improvement
00-43894767;Eric;Miranda;Male;New York;Buffalo;Bachelor;05/03/2002;01/11/2016;;Sales;Sales Representative;60718;Needs Improvement
00-83911477;George;Moore;Female;Ohio;Columbus;Bachelor;06/01/1988;14/09/2024;;Operations;Inventory Specialist;53759;Needs Improvement
00-35357498;Eric;Frye;Female;New York;Rochester;High School;31/10/1970;03/07/2023;;IT;IT Support Specialist;57804;Needs Improvement
00-71036929;Desiree;Kramer;Male;New York;Buffalo;Bachelor;27/10/1992;29/10/2024;;Operations;Inventory Specialist;59332;Good
00-47190613;Jessica;Perez;Male;West Virginia;Huntington;Bachelor;09/02/1989;12/04/2020;;Sales;Sales Representative;78221;Satisfactory
00-45661812;Thomas;Chase;Male;West Virginia;Morgantown;High School;01/02/1989;27/04/2016;;Customer Service;Customer Service Representative;63649;Satisfactory
00-75707576;Nathan;Torres;Male;New York;Rochester;Master;23/04/1990;09/10/2020;;IT;Software Developer;102013;Good
00-61926784;Michael;Mcgee;Male;Michigan;Detroit;Bachelor;24/03/1991;24/06/2018;;Operations;Logistics Coordinator;73337;Good
00-26497586;Kyle;Elliott;Male;New York;Buffalo;Bachelor;12/04/1988;24/10/2018;;Operations;Logistics Coordinator;67782;Good
00-19432819;Robert;Gill;Female;Ohio;Columbus;Bachelor;20/10/1995;06/06/2017;;Marketing;Marketing Coordinator;59543;Satisfactory
00-46025956;Brian;Ortiz;Male;New York;Buffalo;High School;23/12/1977;07/09/2016;;IT;IT Support Specialist;63509;Excellent
00-66809516;Linda;Proctor;Male;Michigan;Grand Rapids;Bachelor;02/05/1980;25/10/2017;;Operations;Operations Analyst;77098;Satisfactory
00-18036942;Joshua;Cardenas;Female;New York;Buffalo;High School;21/07/1989;20/03/2015;;Customer Service;Customer Service Representative;60789;Needs Improvement
00-47201638;Jason;Moran;Female;New York;New York City;Bachelor;24/02/2004;25/04/2017;;Sales;Sales Representative;65604;Good
00-39586634;Marissa;Johnson;Male;New York;New York City;Bachelor;18/01/2001;16/06/2021;;IT;Software Developer;83814;Excellent
00-45800669;Krystal;Nguyen;Male;Michigan;Warren;Bachelor;31/05/2000;05/08/2024;;Customer Service;Customer Service Representative;62418;Needs Improvement
00-41724015;Joanne;Salinas;Male;West Virginia;Morgantown;Bachelor;08/03/1991;28/08/2017;;Operations;Operations Analyst;66595;Good
00-52509142;Wesley;Gates;Female;Michigan;Grand Rapids;Bachelor;16/10/1981;11/02/2022;;Operations;Operations Manager;102533;Excellent
00-61441896;Charles;Martin;Male;New York;Rochester;PhD;25/02/1986;08/10/2017;;Finance;Financial Analyst;86780;Excellent
00-31527957;Timothy;Griffith;Female;New York;Buffalo;Bachelor;15/07/2003;01/07/2016;;Customer Service;Help Desk Technician;82569;Satisfactory
00-46202434;Stephanie;Arroyo;Female;New York;New York City;Bachelor;15/10/2000;31/10/2023;;Operations;Logistics Coordinator;56986;Good
00-43043458;Donna;Watts;Female;Michigan;Grand Rapids;Bachelor;28/10/1970;19/12/2023;;Customer Service;Support Specialist;65436;Satisfactory
00-71673933;Jasmine;Wright;Male;Michigan;Grand Rapids;High School;05/10/1982;24/08/2021;;Customer Service;Support Specialist;63515;Needs Improvement
00-47509920;Brenda;Brown;Female;New York;Rochester;High School;13/01/1987;22/01/2016;;Customer Service;Customer Service Representative;61885;Needs Improvement
00-51405395;Danielle;Hill;Female;Michigan;Warren;Bachelor;07/01/1964;24/05/2019;;Operations;Operations Analyst;58867;Excellent
00-61902437;Samuel;Mitchell;Male;New York;New York City;Bachelor;17/10/1971;03/07/2019;;Finance;Accounts Payable Specialist;74317;Satisfactory
00-21005469;Dennis;Brady;Male;New York;New York City;Bachelor;31/05/1987;07/05/2019;;IT;IT Support Specialist;72646;Good
00-30184404;Tiffany;Oconnor;Male;New York;Buffalo;Bachelor;15/12/1986;17/11/2022;;IT;IT Support Specialist;66593;Satisfactory
00-92551005;Edward;Hernandez;Female;New York;Rochester;Bachelor;29/01/2002;27/04/2022;;Finance;Accounts Payable Specialist;55311;Good
00-46470084;Audrey;Hoffman;Male;New York;New York City;Bachelor;20/01/1962;20/06/2017;;Sales;Sales Representative;83495;Good
00-68606209;John;Armstrong;Female;Ohio;Columbus;Bachelor;20/06/1961;24/10/2023;;Customer Service;Support Specialist;64029;Satisfactory
00-53228848;Donna;Hawkins;Male;New York;Buffalo;PhD;09/09/1983;14/11/2015;;Sales;Sales Specialist;67458;Good
00-62063146;Kelly;Johnson;Female;New York;Rochester;Master;27/02/1968;27/10/2023;;IT;System Administrator;72992;Excellent
00-60057985;Kayla;Harrell;Female;New York;Buffalo;High School;27/07/1979;29/09/2017;;Customer Service;Support Specialist;64968;Excellent
00-60689240;Jennifer;Edwards;Female;New York;Buffalo;High School;21/02/1989;28/11/2017;;Operations;Inventory Specialist;55611;Satisfactory
00-39249849;Michael;Mejia;Male;New York;Rochester;High School;23/08/1969;18/10/2018;;Customer Service;Support Specialist;67286;Needs Improvement
00-43388761;Nicole;Lopez;Female;New York;Rochester;Bachelor;17/02/2003;01/07/2022;;Sales;Sales Consultant;66412;Good
00-90589106;Jeremy;Cox;Female;New York;New York City;Master;22/08/1974;19/03/2023;;IT;Software Developer;98733;Good
00-85606069;Erica;Padilla;Female;North Carolina;Greensboro;Bachelor;26/05/1986;10/04/2017;;Operations;Logistics Coordinator;62145;Good
00-70699404;Cassandra;Cantu;Female;Michigan;Detroit;Bachelor;04/03/1989;24/02/2022;;Operations;Inventory Specialist;53626;Good
00-86726438;David;Jenkins;Male;New York;Rochester;High School;03/08/1976;03/06/2018;;Customer Service;Support Specialist;67006;Needs Improvement
00-75895196;Linda;Yates;Male;New York;Rochester;High School;03/01/1979;19/11/2019;;Marketing;Content Creator;57199;Satisfactory
00-22007239;Allison;Durham;Male;New York;New York City;PhD;22/02/1994;18/07/2019;;Sales;Sales Specialist;80273;Excellent
00-46120895;Nathaniel;Knight;Male;New York;New York City;Master;05/08/2003;13/01/2018;;Operations;Operations Analyst;67177;Excellent
00-31219581;Susan;Marks;Male;New York;New York City;Bachelor;03/12/1997;08/05/2017;;IT;System Administrator;93229;Good
00-79413354;Kristy;Vasquez;Female;New York;New York City;High School;05/11/1959;11/08/2020;;Marketing;Content Creator;57943;Needs Improvement
00-14871204;Matthew;Jones;Male;New York;Buffalo;Master;12/05/1977;30/01/2024;;Sales;Sales Consultant;86158;Excellent
00-40679513;Annette;Mccann;Male;New York;Buffalo;Bachelor;12/09/2003;30/10/2016;;Operations;Inventory Specialist;69544;Needs Improvement
00-92604294;Daniel;Moore;Male;New York;Buffalo;Bachelor;22/04/1966;19/07/2022;;Customer Service;Customer Service Representative;74229;Good
00-20637474;Meghan;Miller;Female;Pennsylvania;Allentown;Bachelor;31/05/1991;24/12/2020;;Operations;Inventory Specialist;57788;Good
00-30002379;Taylor;Santos;Female;New York;Rochester;Master;24/09/1961;16/03/2017;;Operations;Operations Analyst;63606;Good
00-34967191;Karen;Wang;Male;Michigan;Grand Rapids;Bachelor;10/09/1974;17/06/2017;;Sales;Sales Specialist;66320;Good
00-79861397;Lisa;Owens;Male;Ohio;Cleveland;High School;15/04/1979;11/12/2016;;Customer Service;Help Desk Technician;64758;Excellent
00-16998989;Nicole;Stevenson;Male;New York;New York City;PhD;27/11/1990;09/09/2020;;Finance;Financial Analyst;72137;Excellent
00-48687319;Mark;White;Female;New York;Rochester;PhD;13/02/1975;11/08/2020;;Sales;Sales Specialist;95557;Excellent
00-41708297;Matthew;Rose;Female;New York;Rochester;Bachelor;26/08/1974;26/09/2015;;Operations;Operations Analyst;82465;Excellent
00-20341136;Jodi;Fry;Male;New York;Rochester;Bachelor;22/01/1999;11/12/2016;;Sales;Sales Consultant;89305;Needs Improvement
00-33988814;Andrew;Andrews;Male;New York;New York City;PhD;18/12/1966;03/01/2020;;Sales;Sales Specialist;78963;Good
00-59517025;Cindy;Price;Male;Michigan;Warren;Master;05/11/1977;04/01/2022;;IT;Software Developer;90459;Good
00-35072772;Jeffrey;Simmons;Male;New York;Buffalo;Master;31/07/1986;11/04/2017;;IT;Software Developer;77543;Satisfactory
00-33057873;Melissa;Silva;Female;New York;Rochester;Bachelor;15/05/2001;26/10/2022;;Sales;Sales Representative;64414;Satisfactory
00-12780717;Mark;Ellis;Male;New York;New York City;Master;24/07/1979;15/09/2020;;IT;System Administrator;85086;Needs Improvement
00-28112562;James;Underwood;Male;New York;Rochester;Bachelor;20/06/1961;26/12/2017;;Operations;Logistics Coordinator;68393;Good
00-27755795;Michael;Beard;Male;New York;Rochester;Master;31/08/1966;03/12/2017;;Operations;Operations Analyst;91813;Good
00-59283521;Barbara;Lopez;Male;Michigan;Grand Rapids;High School;15/06/2003;27/02/2020;;Operations;Inventory Specialist;63741;Needs Improvement
00-42989230;Jamie;White;Male;New York;New York City;Bachelor;09/10/1991;11/01/2019;;IT;IT Support Specialist;71910;Good
00-43314826;Amanda;Blackburn;Male;New York;Buffalo;Bachelor;20/06/1979;16/01/2017;;Operations;Logistics Coordinator;63379;Satisfactory
00-15673858;Kimberly;Fernandez;Male;New York;New York City;Bachelor;16/08/1971;27/01/2016;;Sales;Sales Specialist;70276;Good
00-10076959;Mark;Stewart;Male;New York;Buffalo;Bachelor;30/04/1963;31/03/2017;;Marketing;Marketing Coordinator;76850;Satisfactory
00-75760850;Dominique;Harris;Male;New York;Rochester;Bachelor;28/06/1981;05/03/2022;;Finance;Accounts Payable Specialist;70018;Satisfactory
00-82674732;Roger;Nelson;Male;New York;New York City;Bachelor;17/12/1966;30/12/2022;;Operations;Inventory Specialist;70979;Good
00-96886282;Samantha;Barton;Male;New York;Buffalo;Bachelor;22/10/1980;11/01/2024;;Operations;Logistics Coordinator;64226;Needs Improvement
00-91271137;Derrick;Nolan;Female;New York;Buffalo;High School;18/10/1960;19/06/2020;;Marketing;Content Creator;64095;Needs Improvement
00-43746338;David;Gould;Male;New York;Buffalo;Bachelor;06/06/1994;10/01/2020;;Operations;Logistics Coordinator;66280;Good
00-77531991;Scott;Manning;Female;New York;Rochester;Bachelor;21/09/1973;15/10/2023;;Marketing;SEO Specialist;78299;Good
00-14887763;Jason;Williams;Female;New York;Rochester;Master;29/11/1999;20/06/2017;;Operations;Operations Analyst;74795;Good
00-50056231;Raymond;Harris;Male;Ohio;Cincinnati;High School;21/09/1960;27/05/2016;;Marketing;Content Creator;63441;Satisfactory
00-60458379;Brittany;Martinez;Female;New York;New York City;Master;16/11/1969;10/03/2017;;Sales;Sales Consultant;109952;Needs Improvement
00-75393775;William;Lane;Male;North Carolina;Greensboro;Master;26/04/2003;20/07/2017;;Sales;Sales Specialist;78441;Good
00-68456858;David;Sherman;Male;New York;Rochester;Bachelor;27/08/1983;16/02/2023;;Customer Service;Customer Service Representative;59375;Satisfactory
00-89246161;Shelia;Yang;Female;Michigan;Grand Rapids;Bachelor;15/08/1977;20/05/2023;;Operations;Logistics Coordinator;63338;Satisfactory
00-97116877;Kara;Stewart;Female;New York;Rochester;Bachelor;25/12/1978;16/03/2023;;Operations;Inventory Specialist;60254;Satisfactory
00-29101240;Jason;Davis;Male;New York;New York City;Bachelor;09/01/2001;16/07/2015;;Sales;Sales Consultant;72839;Excellent
00-43946341;Michael;Scott;Female;New York;Buffalo;Bachelor;15/04/1999;13/02/2019;;Operations;Logistics Coordinator;53037;Satisfactory
00-72438718;Sierra;Smith;Female;New York;Rochester;Bachelor;29/06/2002;28/05/2018;;Operations;Logistics Coordinator;62332;Good
00-27503885;Linda;Ross;Female;Michigan;Detroit;High School;31/08/1974;30/11/2019;;HR;Recruiter;57978;Needs Improvement
00-29533708;Craig;Ward;Female;New York;Rochester;Bachelor;17/11/1983;01/05/2023;;Sales;Sales Specialist;63106;Good
00-60202214;Mary;Hamilton;Female;New York;New York City;High School;05/03/1989;25/11/2016;;IT;IT Support Specialist;53717;Needs Improvement
00-97702160;Denise;Perez;Male;New York;Buffalo;Bachelor;08/03/1990;30/09/2023;;Operations;Logistics Coordinator;61445;Needs Improvement
00-49453440;Christopher;Schneider;Female;New York;Buffalo;PhD;05/12/1962;01/06/2018;;Sales;Sales Consultant;93309;Good
00-74036365;Nancy;Smith;Female;Illinois;Chicago;Bachelor;03/10/1994;17/04/2015;;Operations;Logistics Coordinator;62705;Excellent
00-57309391;Jessica;Merritt;Female;New York;Rochester;Bachelor;29/07/1966;18/01/2018;;Operations;Inventory Specialist;62718;Good
00-32272814;Donald;Wright;Female;New York;Rochester;Bachelor;03/09/1979;08/08/2015;;Operations;Inventory Specialist;57828;Excellent
00-85375348;Albert;Stone;Male;New York;Rochester;Bachelor;17/11/1994;24/02/2017;;Customer Service;Support Specialist;58858;Good
00-39352584;Heather;Farmer;Female;Michigan;Warren;Master;18/09/1997;24/01/2021;;IT;Software Developer;86599;Satisfactory
00-70177680;Caitlyn;Clark;Male;New York;New York City;Bachelor;25/04/1991;15/10/2019;;Operations;Logistics Coordinator;65154;Satisfactory
00-56563585;Donna;Watson;Male;New York;New York City;High School;19/09/1980;11/06/2021;;Marketing;Content Creator;63206;Needs Improvement
00-16833876;Madeline;Barnes;Female;New York;Rochester;Bachelor;11/04/1982;09/03/2023;;Operations;Logistics Coordinator;56768;Good
00-68840762;Sharon;Sanford;Male;New York;New York City;Master;13/07/1965;16/10/2022;;IT;System Administrator;98748;Needs Improvement
00-78984106;Lisa;Barnett;Male;New York;New York City;Bachelor;26/05/2002;22/05/2015;;Operations;Inventory Specialist;68386;Good
00-86014287;Natasha;Rodriguez;Female;Michigan;Detroit;Bachelor;06/08/1995;04/03/2020;;Customer Service;Help Desk Technician;56775;Good
00-60724233;Anthony;Harris;Female;New York;Rochester;Bachelor;29/09/1982;06/06/2018;;Operations;Logistics Coordinator;56799;Satisfactory
00-95255730;Colleen;Stout;Male;New York;New York City;Bachelor;15/01/2000;13/04/2017;;Sales;Sales Representative;64602;Good
00-36351536;Christy;Johnson;Male;New York;New York City;High School;03/09/1991;11/01/2016;;IT;IT Support Specialist;62337;Needs Improvement
00-62935392;Martin;Oneal;Male;New York;Rochester;Bachelor;11/09/2000;14/01/2017;;Operations;Logistics Coordinator;69115;Excellent
00-11626011;Jessica;Thomas;Male;New York;New York City;Bachelor;04/07/1985;07/06/2024;;Sales;Sales Representative;84223;Satisfactory
00-86409465;Brandon;Bennett;Female;Michigan;Grand Rapids;Master;31/05/1998;21/08/2017;;Operations;Operations Analyst;65500;Satisfactory
00-83424609;Jennifer;Jackson;Female;Michigan;Warren;Bachelor;21/05/1989;08/02/2020;;Customer Service;Customer Service Representative;58822;Satisfactory
00-18889007;Alexis;Prince;Female;New York;Rochester;High School;08/05/1978;05/02/2017;;Customer Service;Support Specialist;63218;Satisfactory
00-74782142;Robert;Jones;Female;New York;Rochester;Bachelor;10/03/1986;04/07/2023;;Sales;Sales Representative;70306;Good
00-32226983;Steven;Perry;Female;New York;Buffalo;Bachelor;29/04/1985;14/12/2024;;Operations;Logistics Coordinator;55729;Excellent
00-20733328;Amanda;Taylor;Male;New York;Buffalo;Bachelor;10/02/1999;23/08/2022;;Operations;Inventory Specialist;63242;Good
00-59944615;Lisa;Smith;Female;Michigan;Detroit;Master;28/07/1980;04/07/2023;;Sales;Sales Consultant;79196;Good
00-84969806;Terrance;Leach;Male;Ohio;Cincinnati;Bachelor;15/05/1998;19/02/2020;;Operations;Logistics Coordinator;66481;Satisfactory
00-94761786;Marcus;Fernandez;Female;New York;Rochester;Bachelor;29/02/1960;27/08/2022;;Operations;Logistics Coordinator;56154;Satisfactory
00-99624137;Elizabeth;Davis;Female;New York;Rochester;Bachelor;20/08/1980;11/07/2022;;Customer Service;Customer Service Representative;54837;Good
00-79799698;Kaitlyn;Christian;Male;Pennsylvania;Pittsburgh;Bachelor;24/03/1988;18/03/2022;;Sales;Sales Representative;65656;Needs Improvement
00-42923144;David;Robertson;Male;New York;Rochester;Bachelor;06/12/1978;09/11/2017;;Operations;Logistics Coordinator;66293;Good
00-74880308;Sheri;Perez;Male;Ohio;Cincinnati;Bachelor;27/11/1960;01/02/2017;;Operations;Inventory Specialist;70660;Satisfactory
00-76957784;Julia;Love;Male;New York;New York City;Master;30/01/1960;19/04/2024;;Sales;Sales Specialist;80419;Good
00-89415669;Olivia;Garcia;Female;New York;New York City;Master;20/08/1969;29/03/2018;;IT;Software Developer;88435;Satisfactory
00-29860461;John;Blair;Female;Pennsylvania;Philadelphia;Bachelor;14/04/1984;26/04/2020;;Customer Service;Customer Service Representative;59118;Satisfactory
00-72323676;Mark;Dickson;Female;New York;New York City;High School;10/10/1983;17/09/2023;;Customer Service;Customer Service Representative;58365;Needs Improvement
00-82774096;Brittany;Black;Male;Ohio;Cleveland;Bachelor;25/06/1991;09/12/2020;;IT;Software Developer;90390;Excellent
00-63667053;Joseph;Lam;Female;New York;Rochester;Master;19/12/1987;08/05/2019;;IT;Software Developer;101558;Needs Improvement
00-20888977;Robert;Stanley;Male;Ohio;Columbus;Master;15/05/1977;14/08/2017;;IT;Software Developer;97136;Good
00-98970561;Jill;Rosales;Female;North Carolina;Charlotte;High School;10/03/1988;17/10/2016;;Operations;Inventory Specialist;63658;Excellent
00-68468386;Rebecca;Cruz;Female;New York;New York City;Bachelor;13/02/1982;19/01/2019;;Finance;Accountant;77954;Good
00-65596056;Laura;Petty;Female;New York;New York City;Master;20/02/1978;06/01/2019;;IT;Software Developer;87992;Good
00-59711575;Douglas;Johnson;Male;New York;Rochester;Bachelor;14/03/1975;04/11/2016;;Operations;Logistics Coordinator;63299;Good
00-76016435;John;Sanders;Male;North Carolina;Greensboro;Bachelor;22/04/1972;05/01/2024;;Sales;Sales Representative;85584;Good
00-38726428;Ashley;Webb;Female;West Virginia;Morgantown;High School;29/10/1991;14/05/2019;;Customer Service;Customer Service Representative;62227;Satisfactory
00-42646566;Jacob;Kane;Male;Michigan;Detroit;High School;01/11/1976;13/08/2021;;Customer Service;Customer Service Representative;68328;Satisfactory
00-31366388;Richard;Haney;Female;Ohio;Cleveland;Master;22/09/1960;25/06/2020;;Sales;Sales Manager;91665;Excellent
00-21123747;Christine;Gardner;Female;New York;New York City;High School;19/05/1990;15/02/2016;;Customer Service;Support Specialist;53065;Satisfactory
00-11139490;Julie;Rios;Male;Pennsylvania;Philadelphia;PhD;25/04/1976;19/07/2017;;Sales;Sales Consultant;70394;Good
00-22390315;Sandra;Rogers;Male;New York;Buffalo;Master;25/04/1981;12/12/2024;;IT;System Administrator;74841;Good
00-30386018;Jacob;Peterson;Male;New York;Rochester;Bachelor;03/12/1982;04/12/2024;;Operations;Logistics Coordinator;68590;Good
00-33833454;Tony;Dunn;Female;West Virginia;Morgantown;Bachelor;27/11/1975;15/09/2015;;Operations;Inventory Specialist;59759;Satisfactory
00-59226631;Colin;Chase;Male;Illinois;Naperville;Bachelor;19/09/1994;24/10/2022;;HR;HR Assistant;67692;Good
00-99396822;April;Brown;Male;Michigan;Warren;Bachelor;01/07/2001;21/05/2020;;Operations;Logistics Coordinator;58486;Good
00-51576275;Ronald;Johnson;Female;New York;New York City;Master;12/08/1960;31/07/2018;;IT;Software Developer;112422;Good
00-21052264;David;Perez;Male;New York;Rochester;High School;29/06/1974;26/06/2024;;IT;IT Support Specialist;61901;Satisfactory
00-35803109;Maria;Martinez;Male;North Carolina;Greensboro;PhD;12/08/1972;04/10/2023;;Sales;Sales Specialist;71356;Excellent
00-75815017;Kenneth;Marks;Female;New York;New York City;Bachelor;15/05/1984;29/04/2016;;Marketing;Content Creator;64968;Good
00-92602298;Shaun;Tran;Male;New York;New York City;Bachelor;14/10/1963;02/02/2023;;IT;System Administrator;91400;Good
00-92240163;Tammy;Bonilla;Female;Virginia;Virginia Beach;High School;23/06/1983;12/03/2017;;Customer Service;Help Desk Technician;73638;Needs Improvement
00-91358455;Raymond;Pugh;Female;New York;New York City;Bachelor;07/12/1995;18/07/2023;;Sales;Sales Consultant;82972;Needs Improvement
00-79107561;James;Larsen;Female;New York;New York City;Master;10/02/1997;27/03/2016;;Sales;Sales Manager;110236;Good
00-48077170;Kimberly;Gonzalez;Female;Michigan;Grand Rapids;Bachelor;05/08/1994;17/10/2015;;Sales;Sales Specialist;68545;Satisfactory
00-31851520;Michael;Burke;Female;West Virginia;Huntington;Bachelor;28/05/1993;28/02/2022;;Sales;Sales Representative;70743;Good
00-78300164;Anna;Schmidt;Male;Michigan;Warren;High School;18/07/1960;19/01/2018;;Customer Service;Customer Service Representative;61380;Satisfactory
00-63833929;Lauren;Cox;Male;New York;Buffalo;Bachelor;10/10/1997;31/03/2019;;Customer Service;Help Desk Technician;75250;Good
00-51517045;Heather;Osborn;Male;New York;New York City;High School;10/12/1960;06/03/2022;;Customer Service;Help Desk Technician;78039;Satisfactory
00-71912861;Nicholas;Garcia;Female;New York;Buffalo;Master;17/10/1991;06/03/2017;;Sales;Sales Specialist;68388;Needs Improvement
00-20664018;Cynthia;Trevino;Female;New York;Buffalo;Bachelor;08/08/1979;28/03/2016;;Operations;Logistics Coordinator;57673;Good
00-24451825;Megan;Potter;Male;New York;Rochester;Bachelor;05/09/2001;29/02/2024;;Operations;Logistics Coordinator;66208;Good
00-19857239;Amber;Friedman;Male;Pennsylvania;Allentown;Bachelor;09/05/1975;14/06/2017;;Operations;Inventory Specialist;63839;Satisfactory
00-52943014;Michele;Ramirez;Male;New York;Rochester;Bachelor;03/11/1976;04/06/2020;;Operations;Logistics Coordinator;65227;Satisfactory
00-68429652;Kenneth;Santana;Male;New York;Rochester;Bachelor;19/03/1996;13/06/2019;;Sales;Sales Representative;82101;Good
00-84104323;Patricia;Mcdonald;Male;Illinois;Aurora;Master;25/09/1966;22/02/2022;;IT;Software Developer;100238;Satisfactory
00-38155104;Jennifer;Evans;Male;North Carolina;Raleigh;High School;18/12/1985;30/01/2023;;Operations;Inventory Specialist;66423;Satisfactory
00-58883349;John;Peters;Male;New York;Rochester;PhD;05/04/1976;02/05/2017;;Sales;Sales Specialist;59113;Excellent
00-18865799;Jason;Quinn;Male;North Carolina;Greensboro;Bachelor;24/06/2002;19/08/2015;;IT;Software Developer;105149;Excellent
00-35039993;Susan;Brown;Female;New York;Rochester;Bachelor;07/10/1989;09/06/2023;;Sales;Sales Representative;63174;Good
00-63350155;Donald;Castillo;Male;New York;Buffalo;Master;14/08/1982;04/03/2023;;HR;HR Coordinator;58200;Good
00-27837972;Kathy;Roman;Male;North Carolina;Charlotte;PhD;21/01/1986;05/04/2023;;Customer Service;Customer Service Manager;77488;Excellent
00-66686642;Peter;Moore;Female;New York;New York City;Bachelor;23/05/1977;12/06/2022;;Sales;Sales Specialist;83167;Good
00-34690946;Peter;Lee;Female;New York;New York City;PhD;15/12/1963;21/11/2015;;Sales;Sales Consultant;102248;Good
00-65807870;Michael;Perez;Female;Pennsylvania;Allentown;Bachelor;22/03/1963;17/04/2016;;Sales;Sales Representative;68048;Satisfactory
00-15640563;Donald;Morales;Male;New York;Rochester;High School;19/12/1965;09/10/2023;;Marketing;SEO Specialist;66735;Excellent
00-91057016;Jodi;Blackburn;Male;New York;New York City;Bachelor;13/10/1992;28/02/2020;;Operations;Operations Analyst;77445;Excellent
00-34228034;Jamie;Thomas;Male;New York;Buffalo;High School;27/01/1989;17/04/2019;;Customer Service;Help Desk Technician;80144;Satisfactory
00-58416029;Kathleen;Smith;Female;New York;Buffalo;Bachelor;29/07/1972;15/02/2022;;Operations;Operations Analyst;70419;Needs Improvement
00-55255509;Abigail;Warren;Female;Michigan;Detroit;Bachelor;18/02/1987;27/10/2015;;Marketing;Marketing Coordinator;74169;Good
00-77253402;Courtney;Ruiz;Female;Illinois;Aurora;Bachelor;10/07/1982;14/09/2017;;Marketing;Marketing Coordinator;56145;Good
00-98404605;Samuel;Short;Male;New York;Rochester;Bachelor;30/11/1989;30/07/2023;;Customer Service;Support Specialist;69440;Good
00-46701305;Julia;Gibson;Male;New York;Buffalo;Bachelor;24/12/1982;28/01/2020;;Sales;Sales Specialist;82497;Good
00-92203497;Nicole;Webster;Male;New York;Buffalo;Bachelor;13/01/1995;06/10/2024;;Sales;Sales Representative;77107;Good
00-15291565;Matthew;Nelson;Female;New York;New York City;Bachelor;29/09/1983;16/01/2019;;IT;Software Developer;83599;Excellent
00-83433630;Patrick;Vance;Male;Michigan;Warren;Bachelor;05/10/1985;13/02/2017;;Sales;Sales Representative;83270;Good
00-48183020;Courtney;Simmons;Male;New York;Buffalo;High School;30/04/1989;07/03/2018;;Operations;Inventory Specialist;63822;Needs Improvement
00-94160250;Nancy;Holt;Female;New York;New York City;Bachelor;21/01/1990;04/11/2024;;Operations;Logistics Coordinator;60567;Good
00-66001691;Tony;Carter;Male;New York;Buffalo;Bachelor;03/04/1987;22/07/2024;;Operations;Logistics Coordinator;68907;Satisfactory
00-40996944;Dakota;Bright;Male;New York;New York City;Bachelor;20/01/1975;22/08/2024;;Sales;Sales Representative;76136;Excellent
00-70300178;Susan;Grimes;Male;Virginia;Virginia Beach;Master;16/06/1961;04/04/2017;;Sales;Sales Consultant;69944;Good
00-15195631;Molly;Ortega;Female;New York;Rochester;Bachelor;04/04/1977;21/11/2023;;Customer Service;Customer Service Representative;63948;Good
00-44110350;Jacqueline;Reynolds;Female;New York;New York City;Bachelor;04/01/1995;23/01/2019;;Operations;Inventory Specialist;58886;Good
00-40765501;Danielle;Grimes;Female;Illinois;Chicago;Master;13/12/1978;19/04/2015;;IT;System Administrator;107645;Good
00-63281778;Megan;Oconnor;Male;New York;Rochester;High School;19/09/1987;18/12/2015;;Operations;Inventory Specialist;57976;Needs Improvement
00-46726628;Johnathan;Romero;Female;New York;New York City;Bachelor;23/02/1970;11/06/2020;;Marketing;Content Creator;64430;Satisfactory
00-12193574;Elizabeth;King;Female;New York;Rochester;Bachelor;04/05/1966;18/05/2020;;Finance;Accountant;87983;Needs Improvement
00-95901983;Christopher;Garcia;Male;New York;New York City;Bachelor;12/02/1981;10/11/2023;;Customer Service;Support Specialist;71313;Good
00-16871369;Todd;Willis;Male;New York;Rochester;Bachelor;28/03/1980;26/03/2020;;Customer Service;Support Specialist;70937;Satisfactory
00-81684347;Brittany;Wade;Male;Pennsylvania;Pittsburgh;Master;23/06/1993;10/02/2022;;Sales;Sales Consultant;75048;Satisfactory
00-25552030;Wendy;Mckenzie;Male;New York;Buffalo;Bachelor;16/05/1981;09/07/2023;;Customer Service;Support Specialist;60392;Satisfactory
00-54102252;Ann;Monroe;Female;New York;New York City;PhD;30/07/1980;26/05/2017;;Sales;Sales Consultant;101939;Good
00-11907415;Catherine;Harrell;Male;New York;New York City;Bachelor;26/12/1994;17/09/2022;;Customer Service;Support Specialist;68425;Excellent
00-96817795;Patrick;Guzman;Male;Ohio;Cincinnati;Bachelor;17/10/1959;18/08/2017;;Marketing;SEO Specialist;92169;Satisfactory
00-23349287;Mary;Day;Male;New York;New York City;High School;30/09/1980;08/02/2016;;Operations;Inventory Specialist;64932;Needs Improvement
00-44654107;Barbara;Wilson;Female;New York;New York City;Master;12/10/1974;24/10/2017;;Operations;Operations Analyst;69944;Satisfactory
