Category,City,Country.Region,Customer.Name,Discount..bin.,Manufacturer,Order.Date,Order.ID,Postal.Code,Product.Name,Promo,Region,Segment,Ship.Date,Ship.Mode,State,Discount,Profit,Quantity,Sales
Office Supplies,New York City,United States,Bradley Nguyen,0.0,SAFCO,19/05/2019,CA-2019-169943,10011,Safco Industrial Wire Shelving System,Storage,East,Consumer,24/05/2019,Standard Class,New York,0.06333035498565309,0,5,454.9
Office Supplies,New York City,United States,Peter Fuller,0.0,Other,17/09/2018,US-2018-126977,10035,Woodgrain Magazine Files by Perma,Storage,East,Consumer,23/09/2018,Standard Class,New York,0,1.043,5,14.9
Office Supplies,Providence,United States,Gene McClure,0.0,Other,26/06/2019,CA-2019-119445,2908,Woodgrain Magazine Files by Perma,Storage,East,Consumer,03/07/2019,Standard Class,Rhode Island,0.054552304279053165,1.043,5,14.9
Office Supplies,Paterson,United States,Dean Braden,0.0,Acme,21/12/2020,CA-2020-165841,7501,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Before promo,East,Consumer,28/12/2020,Standard Class,New Jersey,0,20.155,5,69.5
Office Supplies,New York City,United States,Kunst Miller,0.0,Fiskars,19/04/2019,CA-2019-109666,10035,Fiskars Softgrip Scissors,Before promo,East,Consumer,26/04/2019,Standard Class,New York,0.09481203830799906,15.372,5,54.9
Office Supplies,Manchester,United States,Jamie Frazer,0.0,Other,09/07/2020,CA-2020-121083,6040,Prismacolor Color Pencil Set,Art,East,Consumer,15/07/2020,Standard Class,Connecticut,0.03651455831713574,48.8064,6,119.04
Office Supplies,Newark,United States,Max Engle,0.0,Boston,30/11/2020,CA-2020-116645,19711,"BOSTON Ranger #55 Pencil Sharpener, Black",Art,East,Consumer,04/12/2020,Standard Class,Delaware,0.03476896244100844,45.2226,6,155.94
Office Supplies,New York City,United States,Doug Jacobs,0.0,Staples in misc. colors,18/12/2020,CA-2020-115602,10009,Staples in misc. colors,Art,East,Consumer,24/12/2020,Standard Class,New York,0,17.469,6,38.82
Office Supplies,Clinton,United States,Brian Thompson,0.0,Wilson Jones,09/07/2018,CA-2018-132626,20735,Wilson Jones Active Use Binders,Binders,East,Consumer,14/07/2018,Standard Class,Maryland,0.0883590399872789,21.4032,6,43.68
Office Supplies,Passaic,United States,Art Ferguson,0.0,Ampad,22/05/2019,CA-2019-146934,7055,Ampad #10 Peel & Seel Holiday Envelopes,Envelopes,East,Consumer,27/05/2019,Standard Class,New Jersey,0.10121563139608916,12.9024,6,26.88
Office Supplies,New York City,United States,Pete Kriz,0.0,Other,14/12/2019,CA-2019-129126,10011,"OIC Colored Binder Clips, Assorted Sizes",Fasteners,East,Consumer,19/12/2019,Standard Class,New York,0.008975820988424777,10.5252,6,21.48
Office Supplies,Newark,United States,John Castell,0.0,Avery,21/12/2017,CA-2017-109127,19711,Avery 492,Labels,East,Consumer,25/12/2017,Standard Class,Delaware,0.050999011145899054,7.9488,6,17.28
Office Supplies,New York City,United States,Christopher Conant,0.0,Xerox,17/11/2020,US-2020-155866,10011,Xerox 1905,Paper,East,Consumer,21/11/2020,Standard Class,New York,0,18.6624,6,38.88
Office Supplies,New York City,United States,Erin Creighton,0.0,Xerox,23/03/2020,US-2020-140074,10024,Xerox 1980,Paper,East,Consumer,29/03/2020,Standard Class,New York,0.07536990823729033,11.556,6,25.68
Office Supplies,Long Beach,United States,Rick Duston,0.0,Tennsco,08/06/2017,CA-2017-108147,11561,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage,East,Consumer,13/06/2017,Standard Class,New York,0.06140415580011228,83.844,6,1676.88
Office Supplies,New York City,United States,Tracy Blumstein,0.0,Fellowes,26/12/2017,CA-2017-168473,10009,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,East,Consumer,01/01/2018,Standard Class,New York,0.0676406883168891,19.188,6,191.88
Office Supplies,New York City,United States,Craig Carroll,0.0,Other,14/09/2018,CA-2018-140984,10011,Economy Rollaway Files,Storage,East,Consumer,18/09/2018,Standard Class,New York,0.03785725535618656,257.712,6,991.2
Office Supplies,Newark,United States,Pete Kriz,0.0,Holmes,07/11/2020,CA-2020-132346,19711,Holmes Odor Grabber,Appliances,East,Consumer,11/11/2020,Standard Class,Delaware,0.004239873448386319,33.3102,7,100.94
Office Supplies,Plainfield,United States,Richard Bierner,0.0,Other,11/12/2020,CA-2020-153871,7060,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Appliances,East,Consumer,17/12/2020,Standard Class,New Jersey,0.016823662695724533,6.5975,7,22.75
Office Supplies,Newark,United States,Brosina Hoffman,0.0,GBC,03/03/2019,CA-2019-112123,19711,GBC ProClick Punch Binding System,Binders,East,Consumer,08/03/2019,Standard Class,Delaware,0,219.4514,7,447.86
Office Supplies,New York City,United States,Ben Wallace,0.0,Advantus,27/10/2019,CA-2019-116596,10011,"Advantus Push Pins, Aluminum Head",Fasteners,East,Consumer,31/10/2019,Standard Class,New York,0.06992773371747857,12.6077,7,40.67
Office Supplies,New York City,United States,Roger Demir,0.0,Avery,02/11/2017,CA-2017-107454,10024,Avery 499,Labels,East,Consumer,06/11/2017,Standard Class,New York,0,16.0356,7,34.86
Office Supplies,New York City,United States,Peter Fuller,0.0,Avery,17/09/2018,US-2018-126977,10035,Avery 485,Labels,East,Consumer,23/09/2018,Standard Class,New York,0,41.2237,7,87.71
Office Supplies,Newark,United States,Ken Lonsdale,0.0,Adams,13/11/2018,CA-2018-115798,19711,"Adams Telephone Message Books, 5 1/4” x 11”",Paper,East,Consumer,19/11/2018,Standard Class,Delaware,0.07707297727140681,19.8716,7,42.28
Office Supplies,New York City,United States,Speros Goranitis,0.0,Xerox,06/12/2018,US-2018-127040,10009,Xerox 1903,Paper,East,Consumer,10/12/2018,Standard Class,New York,0,20.5114,7,41.86
Office Supplies,New York City,United States,Janet Lee,0.0,Other,30/11/2018,CA-2018-137925,10035,Avoid Verbal Orders Carbonless Minifold Book,Paper,East,Consumer,04/12/2018,Standard Class,New York,0,10.8836,7,23.66
Office Supplies,Rochester,United States,Maxwell Schwartz,0.0,Xerox,28/05/2018,CA-2018-135020,14609,Xerox 219,Paper,East,Consumer,02/06/2018,Standard Class,New York,0,21.7728,7,45.36
Office Supplies,Clinton,United States,Brian Thompson,0.0,Other,09/07/2018,CA-2018-132626,20735,Project Tote Personal File,Storage,East,Consumer,14/07/2018,Standard Class,Maryland,0,28.4809,7,98.21
Office Supplies,New York City,United States,Ralph Arnett,0.0,Other,30/06/2020,CA-2020-131695,10024,Steel Personal Filing/Posting Tote,Storage,East,Consumer,06/07/2020,Standard Class,New York,0.024640902978281448,67.1139,7,248.57
Office Supplies,Buffalo,United States,Maureen Gnade,0.0,Other,23/06/2019,US-2019-142685,14215,Compact Automatic Electric Letter Opener,Before promo,East,Consumer,30/06/2019,Standard Class,New York,0,16.7034,7,835.17
Office Supplies,New York City,United States,Sally Knutson,0.0,Acme,23/04/2020,CA-2020-108553,10024,"Acme 10"" Easy Grip Assistive Scissors",Before promo,East,Consumer,29/04/2020,Standard Class,New York,0.051674033375451234,36.813,7,122.71
Office Supplies,New York City,United States,Frank Preis,0.0,Staple remover,01/04/2019,CA-2019-111213,10009,Staple remover,Before promo,East,Consumer,05/04/2019,Standard Class,New York,0,18.5136,8,63.84
Office Supplies,New York City,United States,Liz MacKendrick,0.0,Dixon,06/08/2019,CA-2019-105263,10024,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Art,East,Consumer,11/08/2019,Standard Class,New York,0.013807783182708894,15.7194,9,38.34
Office Supplies,New York City,United States,Kelly Andreada,0.0,Crayola,24/11/2020,CA-2020-168641,10035,"Crayola Anti Dust Chalk, 12/Pack",Art,East,Consumer,01/12/2020,Standard Class,New York,0.010863957740365263,7.371,9,16.38
Office Supplies,Rome,United States,Michael Moore,0.0,Other,22/04/2019,CA-2019-101329,13440,Barrel Sharpener,Art,East,Consumer,29/04/2019,Standard Class,New York,0.057926986226805616,8.3538,9,32.13
Office Supplies,Clinton,United States,Brian Thompson,0.0,GBC,09/07/2018,CA-2018-132626,20735,GBC Recycled VeloBinder Covers,Binders,East,Consumer,14/07/2018,Standard Class,Maryland,0,70.5456,9,153.36
Office Supplies,New York City,United States,Carol Darley,0.0,Xerox,06/11/2020,CA-2020-144596,10011,Xerox 1906,Paper,East,Consumer,10/11/2020,Standard Class,New York,0.06858693285157193,149.9112,9,318.96
Office Supplies,New York City,United States,John Castell,0.0,Wirebound,01/04/2020,CA-2020-118360,10011,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Paper,East,Consumer,07/04/2020,Standard Class,New York,0.01350576984695942,19.3185,9,42.93
Office Supplies,New York City,United States,William Brown,0.0,Xerox,15/01/2019,CA-2019-137848,10011,Xerox 1959,Paper,East,Consumer,21/01/2019,Standard Class,New York,0,28.8576,9,60.12
Office Supplies,New York City,United States,Seth Vernon,0.0,TOPS,20/09/2020,CA-2020-100111,10035,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Paper,East,Consumer,26/09/2020,Standard Class,New York,0,18.1044,9,38.52
Office Supplies,Long Beach,United States,Joni Wasserman,0.0,Staples in misc. colors,07/08/2020,CA-2020-117023,11561,Staples in misc. colors,Art,East,Consumer,12/08/2020,Standard Class,New York,0,26.2,10,104.8
Office Supplies,Long Beach,United States,Dianna Vittorini,0.0,Other,17/05/2018,CA-2018-100251,11561,Self-Adhesive Removable Labels,Labels,East,Consumer,23/05/2018,Standard Class,New York,0,15.12,10,31.5
Office Supplies,New York City,United States,Doug Jacobs,0.0,Kensington,18/12/2020,CA-2020-115602,10009,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Appliances,East,Consumer,24/12/2020,Standard Class,New York,0.06085506505332217,511.368,13,1704.56
Office Supplies,Cleveland,United States,Tony Sayre,0.3,Hoover,25/09/2019,CA-2019-113978,44105,Hoover Shoulder Vac Commercial Portable Vacuum,Appliances,East,Consumer,29/09/2019,Standard Class,Ohio,0.10436704826902722,17.891,1,286.256
Office Supplies,Marion,United States,Sung Shariari,0.3,Newell,14/12/2017,US-2017-123519,43302,Newell 35,Art,East,Consumer,21/12/2017,Standard Class,Ohio,0.12183219202890894,0.2952,1,2.624
Office Supplies,New York City,United States,Frank Preis,0.3,Avery,01/04/2019,CA-2019-111213,10009,Avery Non-Stick Binders,Binders,East,Consumer,05/04/2019,Standard Class,New York,0.22346984349501092,1.1225,1,3.592
Office Supplies,New York City,United States,Scott Williamson,0.3,Other,10/11/2019,CA-2019-127761,10009,Presstex Flexible Ring Binders,Binders,East,Consumer,14/11/2019,Standard Class,New York,0.29788593066580465,1.365,1,3.64
Office Supplies,New York City,United States,Cari Schnelling,0.3,Cardinal,30/06/2017,US-2017-121566,10011,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders,East,Consumer,06/07/2017,Standard Class,New York,0.27529960667428643,0.84,1,2.688
Office Supplies,New York City,United States,Jasper Cacioppo,0.3,Pressboard,28/01/2017,CA-2017-100328,10024,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,East,Consumer,03/02/2017,Standard Class,New York,0.12735490729641963,1.3257,1,3.928
Office Supplies,New York City,United States,Toby Swindell,0.3,Acco,18/05/2020,CA-2020-117863,10024,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Binders,East,Consumer,23/05/2020,Standard Class,New York,0.18385347827179507,1.0287,1,3.048
Office Supplies,New York City,United States,Adam Shillingsburg,0.3,Cardinal,22/09/2017,CA-2017-156160,10035,Cardinal Holdit Business Card Pockets,Binders,East,Consumer,29/09/2017,Standard Class,New York,0.20812614371211163,1.3944,1,3.984
Office Supplies,New York City,United States,Allen Armold,0.3,Other,11/12/2020,CA-2020-100230,10035,Clear Mylar Reinforcing Strips,Binders,East,Consumer,15/12/2020,Standard Class,New York,0.25451698598544403,5.0463,1,14.952
Office Supplies,Philadelphia,United States,Julia West,0.3,Staple envelope,09/05/2019,CA-2019-109176,19140,Staple envelope,Envelopes,East,Consumer,15/05/2019,Standard Class,Pennsylvania,0.17922251633925584,3.504,1,9.344
Office Supplies,Philadelphia,United States,Dorothy Dickinson,0.3,Avery,25/07/2020,CA-2020-125640,19134,Avery 491,Labels,East,Consumer,29/07/2020,Standard Class,Pennsylvania,0.1919829615803814,1.0738,1,3.304
Office Supplies,Cleveland,United States,Darren Powers,0.3,Xerox,14/05/2020,US-2020-154872,44105,Xerox 19,Paper,East,Consumer,18/05/2020,Standard Class,Ohio,0.2777873918299194,7.745,1,24.784
Office Supplies,Fairfield,United States,Cari Schnelling,0.3,Wirebound,12/07/2020,CA-2020-106047,45014,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Paper,East,Consumer,18/07/2020,Standard Class,Ohio,0.18092935077086264,1.1925,1,3.816
Office Supplies,Philadelphia,United States,Chloris Kastensmidt,0.3,Southworth,28/03/2018,CA-2018-135363,19120,Southworth Parchment Paper & Envelopes,Paper,East,Consumer,02/04/2018,Standard Class,Pennsylvania,0.15052227324322398,1.7004,1,5.232
Office Supplies,Philadelphia,United States,Carlos Soltero,0.3,SAFCO,18/11/2017,US-2017-159926,19140,Safco Industrial Wire Shelving,Storage,East,Consumer,22/11/2017,Standard Class,Pennsylvania,0.14395881265642735,-16.3183,1,76.792
Office Supplies,Columbus,United States,Beth Paige,0.3,Kensington,18/12/2020,CA-2020-156664,43229,Kensington 4 Outlet MasterPiece Compact Power Control Center,Appliances,East,Consumer,23/12/2020,Standard Class,Ohio,0.20347401431286674,13.0112,2,130.112
Office Supplies,Parma,United States,Susan Pistek,0.3,Holmes,12/11/2019,CA-2019-124590,44134,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,East,Consumer,16/11/2019,Standard Class,Ohio,0.27832819417725385,33.0288,2,110.096
Office Supplies,Philadelphia,United States,Natalie Webber,0.3,Fellowes,21/06/2017,CA-2017-138317,19120,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Appliances,East,Consumer,25/06/2017,Standard Class,Pennsylvania,0.28678251868827204,3.8864,2,44.416
Office Supplies,Philadelphia,United States,Resi Pölking,0.3,Hoover,01/03/2018,CA-2018-133494,19120,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Appliances,East,Consumer,05/03/2018,Standard Class,Pennsylvania,0.11596755510698047,0.444,2,3.552
Office Supplies,Philadelphia,United States,Maureen Gnade,0.3,Holmes,26/12/2017,CA-2017-139598,19134,Holmes 99% HEPA Air Purifier,Appliances,East,Consumer,31/12/2017,Standard Class,Pennsylvania,0.2664759764139558,5.6316,2,34.656
Office Supplies,Philadelphia,United States,Maureen Gnade,0.3,Tripp Lite,26/12/2017,CA-2017-139598,19134,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Appliances,East,Consumer,31/12/2017,Standard Class,Pennsylvania,0.15337764645845203,8.1552,2,81.552
Office Supplies,Philadelphia,United States,Stewart Visinsky,0.3,Holmes,03/05/2018,CA-2018-112130,19140,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,East,Consumer,07/05/2018,Standard Class,Pennsylvania,0.19708625769769833,6.5164,2,23.696
Office Supplies,Columbus,United States,Jim Karlsson,0.3,Other,19/08/2017,CA-2017-121727,43229,Turquoise Lead Holder with Pocket Clip,Art,East,Consumer,24/08/2017,Standard Class,Ohio,0.23460136237179513,1.742,2,10.72
Office Supplies,Parma,United States,Shui Tom,0.3,Newell,20/06/2020,CA-2020-106852,44134,Newell 35,Art,East,Consumer,27/06/2020,Standard Class,Ohio,0.2718727504887077,0.5904,2,5.248
Office Supplies,Allentown,United States,Caroline Jumper,0.3,Other,22/07/2019,CA-2019-122392,18103,12 Colored Short Pencils,Art,East,Consumer,27/07/2019,Standard Class,Pennsylvania,0.13645033749391078,0.364,2,4.16
Office Supplies,Philadelphia,United States,Shui Tom,0.3,Boston,14/07/2017,CA-2017-164182,19140,"BOSTON Ranger #55 Pencil Sharpener, Black",Art,East,Consumer,18/07/2017,Standard Class,Pennsylvania,0.22920187909929654,4.6782,2,41.584
Office Supplies,Philadelphia,United States,Stewart Visinsky,0.3,Sanford,03/05/2018,CA-2018-112130,19140,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Art,East,Consumer,07/05/2018,Standard Class,Pennsylvania,0.25939366007876874,14.2272,2,59.904
Office Supplies,Long Beach,United States,Clay Ludtke,0.3,GBC,14/09/2019,CA-2019-153178,11561,GBC DocuBind 200 Manual Binding Machine,Binders,East,Consumer,18/09/2019,Standard Class,New York,0.2666865581485742,252.588,2,673.568
Office Supplies,Long Beach,United States,Rick Duston,0.3,Other,08/06/2017,CA-2017-108147,11561,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Binders,East,Consumer,13/06/2017,Standard Class,New York,0.10462975765937128,25.68,2,68.48
Office Supplies,New Rochelle,United States,Jack Lebron,0.3,Cardinal,18/07/2017,CA-2017-138198,10801,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Binders,East,Consumer,23/07/2017,Standard Class,New York,0.23852673204249242,4.5188,2,13.904
Office Supplies,New York City,United States,Chuck Sachs,0.3,Other,03/12/2020,CA-2020-148691,10009,SpineVue Locking Slant-D Ring Binders by Cardinal,Binders,East,Consumer,09/12/2020,Standard Class,New York,0.2856728204218388,5.1184,2,14.624
Office Supplies,New York City,United States,Lena Hernandez,0.3,Wilson Jones,01/09/2017,CA-2017-109855,10009,Wilson Jones Hanging Recycled Pressboard Data Binders,Binders,East,Consumer,05/09/2017,Standard Class,New York,0.2749076413646071,8.3104,2,23.744
Office Supplies,New York City,United States,Speros Goranitis,0.3,Acco,03/11/2017,CA-2017-121573,10009,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders,East,Consumer,07/11/2017,Standard Class,New York,0.17840105372437476,2.8478,2,7.856
Office Supplies,New York City,United States,Speros Goranitis,0.3,Other,03/11/2017,CA-2017-121573,10009,Surelock Post Binders,Binders,East,Consumer,07/11/2017,Standard Class,New York,0.1814794419125672,18.336,2,48.896
Office Supplies,New York City,United States,Ben Wallace,0.3,Other,27/10/2019,CA-2019-116596,10011,Prestige Round Ring Binders,Binders,East,Consumer,31/10/2019,Standard Class,New York,0.10779032759003394,3.2832,2,9.728
Office Supplies,New York City,United States,Giulietta Baptist,0.3,Other,08/03/2019,CA-2019-137337,10011,Satellite Sectional Post Binders,Binders,East,Consumer,12/03/2019,Standard Class,New York,0.21023441537236653,22.5732,2,69.456
Office Supplies,New York City,United States,John Lee,0.3,Other,30/04/2019,CA-2019-154788,10011,Tuff Stuff Recycled Round Ring Binders,Binders,East,Consumer,04/05/2019,Standard Class,New York,0.22566439104581884,2.7956,2,7.712
Office Supplies,New York City,United States,Pete Kriz,0.3,Acco,14/12/2019,CA-2019-129126,10011,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders,East,Consumer,19/12/2019,Standard Class,New York,0.2851425977029465,7.803,2,23.12
Office Supplies,New York City,United States,Evan Henry,0.3,Ibico,04/04/2019,CA-2019-167115,10035,Ibico Ibimaster 300 Manual Binding System,Binders,East,Consumer,09/04/2019,Standard Class,New York,0.1419495139159796,183.995,2,588.784
Office Supplies,New York City,United States,Frank Olsen,0.3,3M,14/11/2020,CA-2020-106943,10035,3M Organizer Strips,Binders,East,Consumer,19/11/2020,Standard Class,New York,0.20763038169000186,3.024,2,8.64
Office Supplies,New York City,United States,Katherine Ducich,0.3,ACCOHIDE,19/11/2018,CA-2018-145814,10035,Accohide Poly Flexible Ring Binders,Binders,East,Consumer,24/11/2018,Standard Class,New York,0.211473707368885,2.244,2,5.984
Office Supplies,New York City,United States,Kunst Miller,0.3,Wilson Jones,19/04/2019,CA-2019-109666,10035,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Binders,East,Consumer,26/04/2019,Standard Class,New York,0.15032330200945565,3.248,2,9.28
Office Supplies,New York City,United States,Lena Creighton,0.3,GBC,22/12/2019,CA-2019-103359,10035,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders,East,Consumer,26/12/2019,Standard Class,New York,0.1641998778030498,8.9544,2,25.584
Office Supplies,Rochester,United States,Maxwell Schwartz,0.3,Acco,28/05/2018,CA-2018-135020,14609,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Binders,East,Consumer,02/06/2018,Standard Class,New York,0.21030577457871183,2.0574,2,6.096
Office Supplies,Rochester,United States,Shaun Weien,0.3,GBC,22/06/2018,CA-2018-153423,14609,GBC Ibimaster 500 Manual ProClick Binding System,Binders,East,Consumer,27/06/2018,Standard Class,New York,0.25654103741838,456.588,2,1217.568
Office Supplies,Philadelphia,United States,Philip Brown,0.3,Peel & Seel,16/06/2018,CA-2018-167269,19134,Peel & Seel Envelopes,Envelopes,East,Consumer,20/06/2018,Standard Class,Pennsylvania,0.10956077540608226,2.1728,2,6.208
Office Supplies,Columbus,United States,Eugene Barchas,0.3,Other,28/11/2018,CA-2018-111612,43229,Staples,Fasteners,East,Consumer,02/12/2018,Standard Class,Ohio,0.2893226458299058,0.564,2,3.008
Office Supplies,Philadelphia,United States,Brian DeCherney,0.3,Other,08/03/2019,CA-2019-111976,19120,Rubber Band Ball,Fasteners,East,Consumer,12/03/2019,Standard Class,Pennsylvania,0.23987496318717016,-1.3464,2,5.984
Office Supplies,Cincinnati,United States,Jonathan Howell,0.3,Avery,12/05/2020,CA-2020-152226,45231,Avery 501,Labels,East,Consumer,16/05/2020,Standard Class,Ohio,0.29584655966260376,1.9926,2,5.904
Office Supplies,Cleveland,United States,Darren Powers,0.3,Avery,14/05/2020,US-2020-154872,44105,Avery 502,Labels,East,Consumer,18/05/2020,Standard Class,Ohio,0.21183319567943767,1.764,2,5.04
Office Supplies,Columbus,United States,Bryan Mills,0.3,Avery,30/12/2019,CA-2019-117660,43229,Avery 487,Labels,East,Consumer,04/01/2020,Standard Class,Ohio,0.17834123520600864,1.9926,2,5.904
Office Supplies,Philadelphia,United States,Corey-Lock,0.3,Avery,29/11/2017,CA-2017-136280,19143,Avery 488,Labels,East,Consumer,06/12/2017,Standard Class,Pennsylvania,0.156406787834098,1.764,2,5.04
Office Supplies,Columbus,United States,Jeremy Farry,0.3,Xerox,30/04/2020,US-2020-150847,43229,Xerox 222,Paper,East,Consumer,06/05/2020,Standard Class,Ohio,0.15674656553341595,3.6288,2,10.368
Office Supplies,Columbus,United States,John Lee,0.3,Xerox,14/07/2020,US-2020-161935,43229,Xerox 1950,Paper,East,Consumer,18/07/2020,Standard Class,Ohio,0.2679499389686729,3.3524,2,9.248
Office Supplies,Philadelphia,United States,Christopher Conant,0.3,Xerox,23/05/2019,CA-2019-143714,19120,Xerox 224,Paper,East,Consumer,27/05/2019,Standard Class,Pennsylvania,0.22583946545462757,3.6288,2,10.368
Office Supplies,Philadelphia,United States,Stewart Visinsky,0.3,Xerox,03/05/2018,CA-2018-112130,19140,Xerox 1897,Paper,East,Consumer,07/05/2018,Standard Class,Pennsylvania,0.23584958905458944,2.8884,2,7.968
Office Supplies,Philadelphia,United States,Randy Bradley,0.3,Southworth,17/11/2017,CA-2017-159835,19143,"Southworth 100% Résumé Paper, 24lb.",Paper,East,Consumer,24/11/2017,Standard Class,Pennsylvania,0.16295350447493082,3.89,2,12.448
Office Supplies,Bowling Green,United States,Nora Preis,0.3,Other,05/09/2017,CA-2017-106572,43402,Economy Rollaway Files,Storage,East,Consumer,10/09/2017,Standard Class,Ohio,0.22825314149744502,19.824,2,264.32
Office Supplies,Cincinnati,United States,Matt Collins,0.3,Other,03/02/2020,CA-2020-167703,45231,"Hot File 7-Pocket, Floor Stand",Storage,East,Consumer,08/02/2020,Standard Class,Ohio,0.2627115961480072,35.694,2,285.552
Office Supplies,Cleveland,United States,Tony Sayre,0.3,Eldon,25/09/2019,CA-2019-113978,44105,Eldon Gobal File Keepers,Storage,East,Consumer,29/09/2019,Standard Class,Ohio,0.21562092516500336,-4.8448,2,24.224
Office Supplies,Lancaster,United States,Jack Lebron,0.3,Sterilite,11/04/2020,US-2020-100482,43130,Sterilite Officeware Hinged File Box,Storage,East,Consumer,15/04/2020,Standard Class,Ohio,0.19314584122627154,1.4672,2,16.768
Office Supplies,Philadelphia,United States,Jill Fjeld,0.3,Fellowes,11/10/2017,US-2017-126571,19120,Fellowes High-Stak Drawer Files,Storage,East,Consumer,15/10/2017,Standard Class,Pennsylvania,0.2892724210372001,10.5714,2,281.904
Office Supplies,Philadelphia,United States,Mick Crebagga,0.3,Eldon,30/10/2020,CA-2020-152807,19140,Eldon Shelf Savers Cubes and Bins,Storage,East,Consumer,03/11/2020,Standard Class,Pennsylvania,0.26036451838131347,-2.5128,2,11.168
Office Supplies,Columbus,United States,Bryan Mills,0.3,Acme,30/12/2019,CA-2019-117660,43229,Acme Office Executive Series Stainless Steel Trimmers,Before promo,East,Consumer,04/01/2020,Standard Class,Ohio,0.15136157679228657,1.0284,2,13.712
Office Supplies,Philadelphia,United States,Seth Vernon,0.3,Acme,18/07/2020,US-2020-165358,19134,Acme Kleencut Forged Steel Scissors,Before promo,East,Consumer,23/07/2020,Standard Class,Pennsylvania,0.16112595750010103,1.148,2,9.184
Office Supplies,Philadelphia,United States,Alan Shonely,0.3,Belkin,07/04/2019,CA-2019-114405,19120,Belkin 7-Outlet SurgeMaster Home Series,Appliances,East,Consumer,12/04/2019,Standard Class,Pennsylvania,0.2992398119216864,2.5146,3,33.528
Office Supplies,Akron,United States,Karl Braun,0.3,Newell,14/02/2018,US-2018-147662,44312,Newell 315,Art,East,Consumer,19/02/2018,Standard Class,Ohio,0.18940631225789056,0.897,3,14.352
Office Supplies,Philadelphia,United States,Dean Braden,0.3,Newell,05/09/2019,CA-2019-158778,19134,Newell 329,Art,East,Consumer,09/09/2019,Standard Class,Pennsylvania,0.24389868904436462,0.5904,3,7.872
Office Supplies,Philadelphia,United States,Pierre Wener,0.3,Newell,22/09/2019,CA-2019-120257,19140,Newell 348,Art,East,Consumer,28/09/2019,Standard Class,Pennsylvania,0.19124476615575248,0.8856,3,7.872
Office Supplies,Philadelphia,United States,Mick Brown,0.3,Avery,05/01/2017,CA-2017-141817,19143,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Art,East,Consumer,12/01/2017,Standard Class,Pennsylvania,0.16561147990978714,4.884,3,19.536
Office Supplies,Auburn,United States,Liz MacKendrick,0.3,GBC,04/12/2019,CA-2019-105277,13021,GBC Instant Report Kit,Binders,East,Consumer,08/12/2019,Standard Class,New York,0.2373548902923762,5.823,3,15.528
Office Supplies,Buffalo,United States,Greg Tran,0.3,GBC,17/11/2017,CA-2017-128209,14215,GBC DocuBind TL300 Electric Binding System,Binders,East,Consumer,22/11/2017,Standard Class,New York,0.26636644530167997,726.5619,3,2152.776
Office Supplies,Hempstead,United States,Chloris Kastensmidt,0.3,Ibico,16/06/2017,CA-2017-113929,11550,Ibico Standard Transparent Covers,Binders,East,Consumer,21/06/2017,Standard Class,New York,0.26391544629845975,14.3376,3,39.552
Office Supplies,New York City,United States,Annie Thurman,0.3,GBC,17/12/2020,CA-2020-103443,10009,GBC Wire Binding Combs,Binders,East,Consumer,23/12/2020,Standard Class,New York,0.21336790547207812,8.3754,3,24.816
Office Supplies,New York City,United States,Patrick Gardner,0.3,GBC,15/02/2019,US-2019-162859,10009,GBC DocuBind P100 Manual Binding Machine,Binders,East,Consumer,22/02/2019,Standard Class,New York,0.13063521511755677,124.485,3,398.352
