customer_key,customer_id,customer_number,first_name,last_name,country,marital_status,gender,birthdate,create_date
8597,19596,AW00019596,Allen,Fernandez,Australia,Single,Male,1974-05-07,2026-01-05
8598,19597,AW00019597,Jay,Martin,Australia,Married,Male,1984-03-20,2026-01-05
8599,19598,AW00019598,Kaitlyn,Powell,Australia,Married,Female,1973-12-05,2026-01-05
8600,19599,AW00019599,Alvin,Jai,Australia,Married,Male,1972-02-01,2026-01-05
8601,19600,AW00019600,Lacey,Andersen,Australia,Married,Female,1967-02-11,2026-01-05
8602,19601,AW00019601,Alfredo,Suarez,Australia,Married,Male,1966-07-17,2026-01-05
8603,19602,AW00019602,Stanley,Madan,Australia,Single,Male,1971-10-09,2026-01-05
8604,19603,AW00019603,Tabitha,Hernandez,Australia,Single,Female,1972-05-18,2026-01-05
8605,19604,AW00019604,Wendy,Blanco,Australia,Single,Female,1972-03-05,2026-01-05
8606,19605,AW00019605,Brad,Shan,Australia,Married,Male,1971-11-24,2026-01-05
8607,19606,AW00019606,Gabriel,Parker,Australia,Single,Male,1937-11-20,2026-01-05
8608,19607,AW00019607,Troy,Subram,Australia,Single,Male,1970-08-21,2026-01-05
8609,19608,AW00019608,Harold,Prasad,Australia,Married,Male,1982-04-23,2026-01-05
8610,19609,AW00019609,Kari,Martinez,Australia,Single,Female,1969-12-20,2026-01-05
8611,19610,AW00019610,Deborah,Andersen,Australia,Married,Female,1970-06-19,2026-01-05
8612,19611,AW00019611,Meagan,Prasad,Australia,Single,Female,1969-04-13,2026-01-05
8613,19612,AW00019612,Marvin,Sanz,Australia,Single,Male,1974-02-22,2026-01-05
8614,19613,AW00019613,Ruben,Garcia,Australia,Single,Male,1980-03-15,2026-01-05
8615,19614,AW00019614,Wyatt,Williams,Australia,Single,Male,1969-01-31,2026-01-05
8616,19615,AW00019615,Franklin,Sun,Australia,Single,Male,1973-11-29,2026-01-05
8617,19616,AW00019616,Stefanie,Rana,Australia,Married,Female,1967-12-02,2026-01-05
8618,19617,AW00019617,Keith,Nath,Australia,Married,Male,1973-03-12,2026-01-05
8619,19618,AW00019618,Ross,Johnsen,Australia,Married,Male,1967-11-07,2026-01-05
8620,19619,AW00019619,Eduardo,Morris,Australia,Married,Male,1968-05-10,2026-01-05
8621,19620,AW00019620,Andy,Vazquez,Australia,Single,Male,1972-11-12,2026-01-05
8622,19621,AW00019621,Mariah,Barnes,Australia,Married,Female,1963-12-04,2026-01-05
8623,19622,AW00019622,Roger,Yuan,Australia,Married,Male,1964-06-24,2026-01-05
8624,19623,AW00019623,Cristina,Tang,Australia,Married,Female,1964-05-09,2026-01-05
8625,19624,AW00019624,Wesley,Zhu,Australia,Married,Male,1962-07-09,2026-01-05
8626,19625,AW00019625,Ivan,Gonzalez,Australia,Single,Male,1973-09-12,2026-01-05
8627,19626,AW00019626,Bradley,Anand,Australia,Married,Male,1971-10-05,2026-01-05
8628,19627,AW00019627,Kari,Blanco,Australia,Married,Female,1965-08-03,2026-01-05
8629,19628,AW00019628,Holly,Martinez,Australia,Single,Female,1962-05-07,2026-01-05
8630,19629,AW00019629,Theresa,Carlson,Australia,Married,Female,1961-08-13,2026-01-05
8631,19630,AW00019630,Jodi,Raje,Australia,Married,Female,1962-03-13,2026-01-05
8632,19631,AW00019631,Timothy,Scott,Australia,Married,Male,1964-03-22,2026-01-05
8633,19632,AW00019632,Lawrence,Vazquez,Australia,Single,Male,1955-04-22,2026-01-05
8634,19633,AW00019633,Destiny,Gray,United States,Single,Female,1982-02-21,2026-01-05
8635,19634,AW00019634,Gregory,Nath,United States,Married,Male,1980-10-08,2026-01-05
8636,19635,AW00019635,Dawn,Shan,United States,Single,Female,1982-04-27,2026-01-05
8637,19636,AW00019636,Jessica,Lee,United States,Married,Female,1982-05-17,2026-01-05
8638,19637,AW00019637,Eduardo,Long,United States,Single,Male,1982-01-04,2026-01-05
8639,19638,AW00019638,Kimberly,Peterson,United States,Married,Female,1986-04-25,2026-01-05
8640,19639,AW00019639,Victor,Gill,United States,Single,Male,1985-09-12,2026-01-05
8641,19640,AW00019640,Richard,Walker,Canada,Married,Male,1986-03-17,2026-01-05
8642,19641,AW00019641,Richard,Evans,United States,Single,Male,1985-09-18,2026-01-05
8643,19642,AW00019642,Kaylee,Evans,Canada,Single,Female,1984-09-05,2026-01-05
8644,19643,AW00019643,Jacqueline,Watson,United States,Married,Female,1984-06-21,2026-01-05
8645,19644,AW00019644,Gloria,Gill,United States,Single,Female,1983-03-20,2026-01-05
8646,19645,AW00019645,Carlos,Rogers,Canada,Married,Male,1982-07-18,2026-01-05
8647,19646,AW00019646,Ian,Lee,Canada,Single,Male,1985-01-01,2026-01-05
8648,19647,AW00019647,Hailey,Sanders,Canada,Single,Female,1985-04-16,2026-01-05
8649,19648,AW00019648,Lauren,Hall,Canada,Single,Female,1985-04-02,2026-01-05
8650,19649,AW00019649,Elizabeth,Martin,United States,Single,Female,1985-02-22,2026-01-05
8651,19650,AW00019650,Sabrina,Sanz,Australia,Married,Female,1944-10-24,2026-01-05
8652,19651,AW00019651,Jarrod,Perez,Australia,Married,Male,1945-05-13,2026-01-05
8653,19652,AW00019652,Douglas,Rodriguez,Australia,Single,Male,1948-05-15,2026-01-05
8654,19653,AW00019653,Tina,Gonzalez,Australia,Married,Female,1947-09-12,2026-01-05
8655,19654,AW00019654,Richard,Alexander,United States,Married,Male,1981-10-15,2026-01-05
8656,19655,AW00019655,Cindy,Murphy,United States,Single,Female,1982-05-14,2026-01-05
8657,19656,AW00019656,Sydney,Travers,United States,Married,Female,1980-02-20,2026-01-05
8658,19657,AW00019657,Emily,Griffin,United States,Single,Female,1977-09-19,2026-01-05
8659,19658,AW00019658,Dylan,Russell,United States,Single,Male,1973-10-02,2026-01-05
8660,19659,AW00019659,Wyatt,Robinson,United States,Single,Male,1974-11-18,2026-01-05
8661,19660,AW00019660,Devin,Hill,United States,Married,Male,1968-08-03,2026-01-05
8662,19661,AW00019661,Nathaniel,Cox,Canada,Single,Male,1973-08-24,2026-01-05
8663,19662,AW00019662,Lauren,Powell,Canada,Married,Female,1979-05-17,2026-01-05
8664,19663,AW00019663,Alex,Allen,United States,Married,Male,1985-05-11,2026-01-05
8665,19664,AW00019664,Ethan,Alexander,United States,Single,Male,1979-07-14,2026-01-05
8666,19665,AW00019665,Eduardo,Gonzales,United States,Married,Male,1973-10-10,2026-01-05
8667,19666,AW00019666,Hailey,Alexander,Australia,Married,Female,1950-06-05,2026-01-05
8668,19667,AW00019667,Billy,Carlson,Australia,Married,Male,1950-01-14,2026-01-05
8669,19668,AW00019668,Erick,Patel,United States,Married,Male,1984-04-10,2026-01-05
8670,19669,AW00019669,Hailey,Hill,United States,Single,Female,1983-10-25,2026-01-05
8671,19670,AW00019670,Erik,Gutierrez,United States,Single,Male,1983-09-13,2026-01-05
8672,19671,AW00019671,Michael,Davis,United States,Married,Male,1983-12-30,2026-01-05
8673,19672,AW00019672,Rosa,Zhao,Australia,Married,Female,1950-12-14,2026-01-05
8674,19673,AW00019673,Mathew,Navarro,Australia,Married,Male,1950-08-13,2026-01-05
8675,19674,AW00019674,Casey,Deng,Australia,Single,Female,1951-03-27,2026-01-05
8676,19675,AW00019675,Dwayne,Gill,Australia,Married,Male,1951-09-07,2026-01-05
8677,19676,AW00019676,Diana,Gutierrez,Australia,Married,Female,1952-03-14,2026-01-05
8678,19677,AW00019677,Dylan,Shan,Australia,Married,Male,1957-11-15,2026-01-05
8679,19678,AW00019678,Martin,Rodriguez,United States,Married,Male,1977-02-03,2026-01-05
8680,19679,AW00019679,Erick,Rana,United States,Married,Male,1982-03-07,2026-01-05
8681,19680,AW00019680,Jan,King,United States,Married,Female,1977-06-01,2026-01-05
8682,19681,AW00019681,Morgan,King,Canada,Married,Female,1983-09-06,2026-01-05
8683,19682,AW00019682,Eric,Kumar,United States,Married,Male,1978-02-04,2026-01-05
8684,19683,AW00019683,Marcus,Parker,United States,Married,Male,1977-07-06,2026-01-05
8685,19684,AW00019684,Alexandra,Lee,United States,Single,Female,1975-08-31,2026-01-05
8686,19685,AW00019685,Brandy,Perez,United States,Married,Female,1969-09-13,2026-01-05
8687,19686,AW00019686,Charles,Hernandez,United States,Married,Male,1969-12-19,2026-01-05
8688,19687,AW00019687,Connor,Coleman,United States,Married,Male,1969-11-29,2026-01-05
8689,19688,AW00019688,Timothy,Baker,United States,Married,Male,1961-08-11,2026-01-05
8690,19689,AW00019689,Elizabeth,Gonzales,United States,Single,Female,1961-09-08,2026-01-05
8691,19690,AW00019690,Robert,White,United States,Single,Male,1945-05-18,2026-01-05
8692,19691,AW00019691,Gabriella,Cox,United States,Single,Female,1968-08-31,2026-01-05
8693,19692,AW00019692,Aaron,Edwards,United States,Married,Male,1969-05-14,2026-01-05
8694,19693,AW00019693,Kayla,Foster,Canada,Married,Female,1968-06-26,2026-01-05
8695,19694,AW00019694,Stephanie,Perez,United States,Married,Female,1968-03-13,2026-01-05
8696,19695,AW00019695,Angel,Gonzalez,United States,Married,Male,1973-12-14,2026-01-05
8697,19696,AW00019696,Adam,Patterson,United States,Married,Male,1967-08-09,2026-01-05
8698,19697,AW00019697,Isabella,Wood,United States,Single,Female,1967-11-25,2026-01-05
8699,19698,AW00019698,Stephanie,Barnes,United States,Married,Female,1967-10-30,2026-01-05
8700,19699,AW00019699,Stephanie,James,United States,Married,Female,1972-05-08,2026-01-05
8701,19700,AW00019700,Gabriel,Hall,United States,Married,Male,1972-07-09,2026-01-05
8702,19701,AW00019701,Arianna,Wood,United States,Married,Female,1960-12-18,2026-01-05
8703,19702,AW00019702,Edward,Diaz,United States,Married,Male,1961-03-31,2026-01-05
8704,19703,AW00019703,Katelyn,Baker,United States,Married,Female,1961-03-31,2026-01-05
8705,19704,AW00019704,Nathan,Collins,Canada,Married,Male,1960-12-23,2026-01-05
8706,19705,AW00019705,Anna,Hughes,Canada,Single,Female,1960-08-29,2026-01-05
8707,19706,AW00019706,Benjamin,Diaz,United States,Single,Male,1961-04-10,2026-01-05
8708,19707,AW00019707,Cole,Cooper,United States,Married,Male,1965-07-19,2026-01-05
8709,19708,AW00019708,April,Luo,United States,Married,Female,1941-03-08,2026-01-05
8710,19709,AW00019709,Christian,Martin,Canada,Married,Male,1941-11-17,2026-01-05
8711,19710,AW00019710,Arianna,Gonzales,Canada,Single,Female,1966-04-06,2026-01-05
8712,19711,AW00019711,Devin,Cooper,United States,Single,Male,1966-05-25,2026-01-05
8713,19712,AW00019712,Eric,Phillips,United States,Married,Male,1966-05-23,2026-01-05
8714,19713,AW00019713,Morgan,Stewart,United States,Married,Female,1971-08-05,2026-01-05
8715,19714,AW00019714,Angela,Price,United States,Single,Female,1971-03-24,2026-01-05
8716,19715,AW00019715,Elijah,Parker,United States,Married,Male,1965-12-05,2026-01-05
8717,19716,AW00019716,Logan,Martin,United States,Single,Male,1965-04-22,2026-01-05
8718,19717,AW00019717,Edward,Hill,United States,Single,Male,1965-08-02,2026-01-05
8719,19718,AW00019718,Taylor,Butler,United States,Married,Female,1959-11-10,2026-01-05
8720,19719,AW00019719,Hunter,Baker,United States,Single,Male,1964-02-16,2026-01-05
8721,19720,AW00019720,Kaitlyn,Phillips,United States,Married,Female,1959-03-21,2026-01-05
8722,19721,AW00019721,Noah,Allen,United States,Single,Male,1958-10-10,2026-01-05
8723,19722,AW00019722,Dalton,Bailey,United States,Married,Male,1964-09-09,2026-01-05
8724,19723,AW00019723,Olivia,Russell,United States,Married,Female,1964-08-05,2026-01-05
8725,19724,AW00019724,Bryce,Morris,United States,Single,Male,1964-03-08,2026-01-05
8726,19725,AW00019725,Alexandria,Ramirez,United States,Married,Female,1958-04-03,2026-01-05
8727,19726,AW00019726,Javier,Rubio,Canada,Married,Male,1942-10-01,2026-01-05
8728,19727,AW00019727,Natasha,Vazquez,United States,Married,Female,1953-09-21,2026-01-05
8729,19728,AW00019728,Wyatt,Edwards,United States,Married,Male,1944-04-09,2026-01-05
8730,19729,AW00019729,Nicole,Patterson,Canada,Married,Female,1943-10-30,2026-01-05
8731,19730,AW00019730,Ricardo,Black,United States,Married,Male,1944-02-18,2026-01-05
8732,19731,AW00019731,Jonathan,Allen,United States,Married,Male,1943-12-19,2026-01-05
8733,19732,AW00019732,Kyle,Hill,United States,Single,Male,1950-05-14,2026-01-05
8734,19733,AW00019733,Caitlin,Watson,United States,Married,Female,1945-04-19,2026-01-05
8735,19734,AW00019734,Natalie,Weisman,United States,Married,Female,1944-12-08,2026-01-05
8736,19735,AW00019735,Mackenzie,Reed,United States,Married,Female,1945-04-12,2026-01-05
8737,19736,AW00019736,Rachel,Kelly,United States,Married,Female,1945-08-27,2026-01-05
8738,19737,AW00019737,Erin,Ramirez,United States,Single,Female,1951-08-16,2026-01-05
8739,19738,AW00019738,Henry,Martinez,United States,Married,Male,1946-01-22,2026-01-05
8740,19739,AW00019739,Lucas,Perry,United States,Married,Male,1945-08-01,2026-01-05
8741,19740,AW00019740,Connie,Liang,United States,Single,Female,1946-05-21,2026-01-05
8742,19741,AW00019741,Mar├¡a,Rivera,United States,Single,Female,1946-05-21,2026-01-05
8743,19742,AW00019742,Alexia,Russell,United States,Married,Female,1946-12-09,2026-01-05
8744,19743,AW00019743,Holly,Rana,United States,Single,Female,1947-02-07,2026-01-05
8745,19744,AW00019744,Tamara,Cai,United States,Married,Female,1947-01-31,2026-01-05
8746,19745,AW00019745,Kayla,Simmons,United States,Married,Female,1952-09-14,2026-01-05
8747,19746,AW00019746,Stephanie,Sanders,Canada,Married,Female,1952-08-17,2026-01-05
8748,19747,AW00019747,Louis,Rai,United States,Married,Male,1948-06-17,2026-01-05
8749,19748,AW00019748,Cory,Prasad,Australia,Married,Male,1951-12-19,2026-01-05
8750,19749,AW00019749,Natalie,Jackson,United States,Single,Female,1984-03-15,2026-01-05
8751,19750,AW00019750,Miguel,Flores,Canada,Single,Male,1982-12-03,2026-01-05
8752,19751,AW00019751,Kaylee,Hall,Canada,Single,Female,1983-01-03,2026-01-05
8753,19752,AW00019752,Ebony,Madan,Australia,Married,Female,1959-09-23,2026-01-05
8754,19753,AW00019753,Lisa,Gao,Australia,Married,Female,1953-11-18,2026-01-05
8755,19754,AW00019754,Francisco,Rana,United States,Single,Male,1983-01-19,2026-01-05
8756,19755,AW00019755,Lauren,Foster,United States,Married,Female,1982-12-22,2026-01-05
8757,19756,AW00019756,Nicolas,Yuan,United States,Single,Male,1983-01-31,2026-01-05
8758,19757,AW00019757,Allison,Allen,Canada,Married,Female,1981-11-06,2026-01-05
8759,19758,AW00019758,Alex,Wright,United States,Single,Male,1982-06-24,2026-01-05
8760,19759,AW00019759,Sydney,Barnes,United States,Married,Female,1981-10-04,2026-01-05
8761,19760,AW00019760,Sydney,Russell,United States,Single,Female,1981-10-30,2026-01-05
8762,19761,AW00019761,Alan,Lu,Australia,Married,Male,1955-12-09,2026-01-05
8763,19762,AW00019762,Warren,Ma,Australia,Single,Male,1961-06-20,2026-01-05
8764,19763,AW00019763,Roger,Lu,Australia,Married,Male,1961-10-05,2026-01-05
8765,19764,AW00019764,Wayne,Pal,Australia,Married,Male,1956-10-15,2026-01-05
8766,19765,AW00019765,Ruben,Patel,Australia,Married,Male,1957-03-15,2026-01-05
8767,19766,AW00019766,Edwin,Lin,Australia,Married,Male,1957-01-29,2026-01-05
8768,19767,AW00019767,Ross,Serrano,United States,Single,Male,1985-08-13,2026-01-05
8769,19768,AW00019768,Christopher,Jackson,United States,Single,Male,1986-04-15,2026-01-05
8770,19769,AW00019769,Andrea,Peterson,United States,Married,Female,1986-01-24,2026-01-05
8771,19770,AW00019770,Rosa,Liang,Australia,Married,Female,1963-02-19,2026-01-05
8772,19771,AW00019771,Tasha,Jai,Australia,Married,Female,1958-01-08,2026-01-05
8773,19772,AW00019772,Hector,Vazquez,Australia,Single,Male,1965-05-06,2026-01-05
8774,19773,AW00019773,Ricky,Gutierrez,Australia,Married,Male,1959-09-08,2026-01-05
8775,19774,AW00019774,Brianna,Davis,United States,Married,Female,1981-05-06,2026-01-05
8776,19775,AW00019775,Alisha,Cai,United States,Single,Female,1980-10-23,2026-01-05
8777,19776,AW00019776,Judith,Murphy,United States,Married,Female,1980-11-18,2026-01-05
8778,19777,AW00019777,Jonathan,Thomas,United States,Married,Male,1986-05-15,2026-01-05
8779,19778,AW00019778,Isabella,Jones,United States,Married,Female,1981-02-12,2026-01-05
8780,19779,AW00019779,Emily,Foster,United States,Single,Female,1978-07-10,2026-01-05
8781,19780,AW00019780,Brianna,White,United States,Single,Female,1979-06-10,2026-01-05
8782,19781,AW00019781,Alexis,Washington,Canada,Married,Female,1981-09-30,2026-01-05
8783,19782,AW00019782,Derek,Shan,Australia,Single,Male,1960-10-15,2026-01-05
8784,19783,AW00019783,Tony,Kumar,Australia,Single,Male,1966-05-04,2026-01-05
8785,19784,AW00019784,Christy,Liu,Australia,Married,Female,1961-03-17,2026-01-05
8786,19785,AW00019785,Olivia,Ramirez,Australia,Married,Female,1966-07-09,2026-01-05
8787,19786,AW00019786,Robin,Carlson,Australia,Married,Female,1962-01-25,2026-01-05
8788,19787,AW00019787,Alex,Hill,Australia,Single,Male,1961-12-26,2026-01-05
8789,19788,AW00019788,Kristen,Hu,Australia,Single,Female,1967-06-15,2026-01-05
8790,19789,AW00019789,Gloria,Munoz,Australia,Married,Female,1961-10-08,2026-01-05
8791,19790,AW00019790,Amy,Wu,Australia,Single,Female,1962-04-25,2026-01-05
8792,19791,AW00019791,Warren,Zhou,Australia,Single,Male,1961-10-06,2026-01-05
8793,19792,AW00019792,Cristina,Nara,Australia,Single,Female,1963-02-23,2026-01-05
8794,19793,AW00019793,Tina,Smith,Australia,Single,Female,1962-11-19,2026-01-05
8795,19794,AW00019794,Danny,Ortega,Australia,Single,Male,1968-11-08,2026-01-05
8796,19795,AW00019795,Casey,Navarro,Australia,Married,Male,1963-07-13,2026-01-05
8797,19796,AW00019796,Marshall,Xie,Australia,Single,Male,1964-05-12,2026-01-05
8798,19797,AW00019797,Clarence,Liu,Australia,Single,Male,1964-05-23,2026-01-05
8799,19798,AW00019798,Bianca,Ma,Australia,Married,Female,1970-05-06,2026-01-05
8800,19799,AW00019799,Austin,Taylor,United States,Single,Male,1978-12-15,2026-01-05
8801,19800,AW00019800,Lauren,White,United States,Single,Female,1978-09-10,2026-01-05
8802,19801,AW00019801,John,Lee,Canada,Single,Male,1985-10-04,2026-01-05
8803,19802,AW00019802,Sara,James,Canada,Single,Female,1980-01-10,2026-01-05
8804,19803,AW00019803,Jermaine,Mehta,United States,Single,Male,1985-10-04,2026-01-05
8805,19804,AW00019804,Cameron,Foster,United States,Single,Male,1985-08-13,2026-01-05
8806,19805,AW00019805,Mariah,Butler,United States,Single,Female,1985-08-02,2026-01-05
8807,19806,AW00019806,Nancy,Perez,United States,Single,Female,1979-08-22,2026-01-05
8808,19807,AW00019807,Shannon,Zhao,Australia,Married,Female,1964-10-21,2026-01-05
8809,19808,AW00019808,Brooke,Kelly,United States,Married,Female,1971-07-26,2026-01-05
8810,19809,AW00019809,Eric,Sharma,United States,Married,Male,1977-10-20,2026-01-05
8811,19810,AW00019810,Oscar,Long,United States,Single,Male,1963-04-14,2026-01-05
8812,19811,AW00019811,Evan,Allen,United States,Married,Male,1963-04-21,2026-01-05
8813,19812,AW00019812,Sydney,Morgan,United States,Single,Female,1968-08-13,2026-01-05
8814,19813,AW00019813,Rebecca,Perez,United States,Married,Female,1962-07-16,2026-01-05
8815,19814,AW00019814,Blake,Washington,United States,Married,Male,1962-08-12,2026-01-05
8816,19815,AW00019815,Christian,Thompson,United States,Married,Male,1962-10-06,2026-01-05
8817,19816,AW00019816,Lucas,Brown,United States,Married,Male,1968-11-15,2026-01-05
8818,19817,AW00019817,Morgan,Flores,Canada,Single,Female,1967-08-05,2026-01-05
8819,19818,AW00019818,Brianna,Anderson,United States,Married,Female,1961-07-17,2026-01-05
8820,19819,AW00019819,Andrew,Brown,United States,Married,Male,1961-11-09,2026-01-05
8821,19820,AW00019820,Alexandra,Coleman,United States,Married,Female,1961-08-31,2026-01-05
8822,19821,AW00019821,Tabitha,Vazquez,United States,Married,Female,1972-12-08,2026-01-05
8823,19822,AW00019822,Carlos,Adams,Canada,Married,Male,1976-01-24,2026-01-05
8824,19823,AW00019823,Abigail,Foster,Canada,Married,Female,1971-04-26,2026-01-05
8825,19824,AW00019824,Jordan,Perry,United States,Single,Male,1970-11-13,2026-01-05
8826,19825,AW00019825,Gilbert,Ferrier,United States,Married,Male,1970-08-13,2026-01-05
8827,19826,AW00019826,Clarence,Zhao,Canada,Single,Male,1975-08-02,2026-01-05
8828,19827,AW00019827,Justin,Smith,Canada,Married,Male,1975-03-08,2026-01-05
8829,19828,AW00019828,Madison,Wilson,Canada,Married,Female,1969-07-05,2026-01-05
8830,19829,AW00019829,Lucas,Mitchell,Canada,Single,Male,1969-03-02,2026-01-05
8831,19830,AW00019830,Gabrielle,Long,Canada,Single,Female,1973-12-20,2026-01-05
8832,19831,AW00019831,Charles,Green,United States,Married,Male,1968-02-20,2026-01-05
8833,19832,AW00019832,Sheila,Hernandez,United States,Married,Female,1978-05-21,2026-01-05
8834,19833,AW00019833,Michelle,Kelly,United States,Married,Female,1947-08-22,2026-01-05
8835,19834,AW00019834,Johnny,Sharma,United States,Married,Male,1948-02-02,2026-01-05
8836,19835,AW00019835,Jordan,Allen,United States,Married,Female,1947-07-09,2026-01-05
8837,19836,AW00019836,Kevin,Jai,Canada,Married,Male,1948-02-02,2026-01-05
8838,19837,AW00019837,Philip,Jimenez,United States,Married,Male,1958-09-04,2026-01-05
8839,19838,AW00019838,Jared,Ramirez,United States,Married,Male,1948-04-16,2026-01-05
8840,19839,AW00019839,Carly,Yuan,Canada,Married,Female,1949-01-19,2026-01-05
8841,19840,AW00019840,Jessica,James,United States,Married,Female,1949-03-10,2026-01-05
8842,19841,AW00019841,Alexandria,Jenkins,United States,Married,Female,1954-09-30,2026-01-05
8843,19842,AW00019842,Katherine,Phillips,United States,Married,Female,1948-10-29,2026-01-05
8844,19843,AW00019843,Connor,Kumar,United States,Single,Male,1954-06-16,2026-01-05
8845,19844,AW00019844,Emma,Murphy,Canada,Married,Female,1949-03-02,2026-01-05
8846,19845,AW00019845,Fernando,Hernandez,United States,Married,Male,1948-08-07,2026-01-05
8847,19846,AW00019846,Seth,Patterson,United States,Married,Male,1949-04-20,2026-01-05
8848,19847,AW00019847,Brendan,Anand,Canada,Single,Male,1948-08-25,2026-01-05
8849,19848,AW00019848,Bryant,Malhotra,United States,Married,Male,1948-08-12,2026-01-05
8850,19849,AW00019849,Jorge,Wu,United States,Married,Male,1955-04-12,2026-01-05
8851,19850,AW00019850,Jeremiah,Hill,United States,Married,Male,1950-01-14,2026-01-05
8852,19851,AW00019851,Louis,Pal,United States,Single,Male,1950-12-02,2026-01-05
8853,19852,AW00019852,Eric,Carter,United States,Single,Male,1951-04-22,2026-01-05
8854,19853,AW00019853,Ricky,Ramos,United States,Married,Male,1957-08-09,2026-01-05
8855,19854,AW00019854,Katherine,Hall,United States,Single,Female,1952-04-15,2026-01-05
8856,19855,AW00019855,John,Smith,Canada,Married,Male,1957-02-22,2026-01-05
8857,19856,AW00019856,Tammy,Madan,United States,Married,Female,1951-12-14,2026-01-05
8858,19857,AW00019857,Megan,Rogers,United States,Single,Female,1952-03-12,2026-01-05
8859,19858,AW00019858,Jenna,Collins,United States,Married,Female,1952-04-21,2026-01-05
8860,19859,AW00019859,Lisa,Zhao,United States,Married,Female,1952-01-08,2026-01-05
8861,19860,AW00019860,Sara,Young,United States,Single,Female,1953-04-11,2026-01-05
8862,19861,AW00019861,Caroline,Perry,United States,Married,Female,1953-03-03,2026-01-05
8863,19862,AW00019862,Emily,Harris,Canada,Married,Female,1954-02-07,2026-01-05
8864,19863,AW00019863,Paige,Powell,United States,Married,Female,1954-03-13,2026-01-05
8865,19864,AW00019864,Isaiah,Brooks,United States,Married,Male,1954-06-16,2026-01-05
8866,19865,AW00019865,Hailey,Butler,United States,Married,Female,1953-08-04,2026-01-05
8867,19866,AW00019866,Martin,Patel,United States,Married,Male,1953-12-15,2026-01-05
8868,19867,AW00019867,Juan,Sanchez,United States,Married,Male,1954-06-19,2026-01-05
8869,19868,AW00019868,Kyle,Jenkins,United States,Single,Male,1954-06-23,2026-01-05
8870,19869,AW00019869,Carol,Brooks,United States,Married,Female,1953-11-18,2026-01-05
8871,19870,AW00019870,James,Martin,Canada,Married,Male,1960-10-13,2026-01-05
8872,19871,AW00019871,Bryce,Rivera,United States,Single,Male,1960-03-13,2026-01-05
8873,19872,AW00019872,Faith,Foster,Canada,Married,Female,1966-09-19,2026-01-05
8874,19873,AW00019873,Dylan,Thomas,Canada,Single,Male,1956-01-31,2026-01-05
8875,19874,AW00019874,Sara,Rogers,Canada,Married,Female,1966-09-19,2026-01-05
8876,19875,AW00019875,Patrick,James,United States,Married,Male,1955-11-16,2026-01-05
8877,19876,AW00019876,Nathan,Edwards,United States,Married,Male,1955-12-11,2026-01-05
8878,19877,AW00019877,Steve,Zheng,United States,Married,Male,1961-04-19,2026-01-05
8879,19878,AW00019878,Morgan,Jackson,United States,Married,Female,1956-01-24,2026-01-05
8880,19879,AW00019879,Ian,Green,United States,Married,Male,1955-11-14,2026-01-05
8881,19880,AW00019880,Emma,Bennett,United States,Married,Female,1955-11-13,2026-01-05
8882,19881,AW00019881,Aidan,Long,United States,Married,Male,1955-10-19,2026-01-05
8883,19882,AW00019882,Richard,Phillips,United States,Single,Male,1955-12-21,2026-01-05
8884,19883,AW00019883,Kevin,Young,United States,Married,Male,1956-04-16,2026-01-05
8885,19884,AW00019884,James,Simmons,Canada,Married,Male,1962-04-05,2026-01-05
8886,19885,AW00019885,Isaac,Turner,United States,Single,Male,1957-03-21,2026-01-05
8887,19886,AW00019886,Marcus,Butler,United States,Married,Male,1957-01-29,2026-01-05
8888,19887,AW00019887,Olivia,Walker,United States,Married,Female,1957-06-16,2026-01-05
8889,19888,AW00019888,Carson,Washington,United States,Single,Male,1956-07-02,2026-01-05
8890,19889,AW00019889,Catherine,Sanders,United States,Single,Female,1957-12-19,2026-01-05
8891,19890,AW00019890,Lee,Alvarez,United States,Single,Male,1963-08-19,2026-01-05
8892,19891,AW00019891,Jennifer,Morgan,United States,Married,Female,1958-05-16,2026-01-05
8893,19892,AW00019892,Richard,Campbell,United States,Married,Male,1957-11-20,2026-01-05
8894,19893,AW00019893,Evan,Baker,United States,Single,Male,1963-02-18,2026-01-05
8895,19894,AW00019894,Elijah,Sharma,United States,Single,Male,1958-01-10,2026-01-05
8896,19895,AW00019895,Ricky,Jimenez,United States,Married,Male,1963-02-19,2026-01-05
8897,19896,AW00019896,Kaitlyn,Thomas,United States,Married,Female,1963-02-12,2026-01-05
8898,19897,AW00019897,Gabriella,Nelson,United States,Single,Female,1958-10-05,2026-01-05
8899,19898,AW00019898,Desiree,Serrano,Germany,Single,Female,1963-11-07,2026-01-05
8900,19899,AW00019899,Marcus,Richardson,France,Married,Male,1973-09-12,2026-01-05
8901,19900,AW00019900,Zoe,Richardson,Germany,Married,Female,1962-08-08,2026-01-05
8902,19901,AW00019901,Ronald,Sara,Germany,Married,Male,1968-10-19,2026-01-05
8903,19902,AW00019902,Johnny,Pal,France,Married,Male,1962-03-12,2026-01-05
8904,19903,AW00019903,Marcus,Nelson,France,Single,Male,1962-06-03,2026-01-05
8905,19904,AW00019904,Jasmine,Gray,Germany,Married,Female,1961-09-11,2026-01-05
8906,19905,AW00019905,Chelsea,Fernandez,United Kingdom,Single,Female,1967-10-18,2026-01-05
8907,19906,AW00019906,Armando,Mu├▒oz,United Kingdom,Married,Male,1961-10-31,2026-01-05
