OrderNum,OrderDate,OrderType,CustomerType,CustName,CustState,ProdCategory,ProdNumber,ProdName,Quantity, Price , Discount , Order Total 
1103274,8/03/2018,Wholesale,Business,Metz Group,Delaware,Blueprints,BP107,Ladybug Robot Blueprint,6,$12.00,$2.40,$69.60
1103275,8/03/2018,Retail,Individual,Paolo Gadaud,Ohio,eBooks,EB508,Fixed Wing Drones,1,$15.50,0,$15.50
1103276,8/03/2018,Retail,Individual,Heather Farrell,Colorado,Blueprints,BP105,Creature Robot Arms Blueprint ,1,$12.00,0,$12.00
1103277,8/03/2018,Retail,Individual,Tammy Jakubowski,Texas,Blueprints,BP108,Panda Robot Blueprint,1,$7.99,0,$7.99
1103278,8/03/2018,Retail,Individual,Bartell-Kassulke,New York,Training Videos,TV803,Cloud Computing,1,$29.99,0,$29.99
1103279,8/04/2018,Wholesale,Business,Beier Inc.,Michigan,Drones,DS303,DTD-7000 Drone,9,$450.00,$90.00,"$3,960.00"
1103280,8/04/2018,Retail,Individual,Guillemette Georgius,Alabama,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1103281,8/04/2018,Retail,Individual,Kristy Clare,Washington,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1103282,8/04/2018,Wholesale,Business,Bahringer Group,New Hampshire,eBooks,EB513,Photograph Drones,13,$14.99,$3.00,$191.87
1103283,8/04/2018,Wholesale,Business,Fisher Inc.,Nevada,Training Videos,TV810,Understanding Automation,12,$44.95,$8.99,$530.41
1103284,8/04/2018,Retail,Business,Sawayn Inc.,Pennsylvania,Drones,DS301,DA-SA702 Drone,3,$399.00,0,"$1,197.00"
1103285,8/04/2018,Retail,Individual,Reba Koch,Kansas,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99,0,$8.99
1103286,8/04/2018,Wholesale,Business,Hammes Inc.,Michigan,Robot Kits,RK606,BYOR-3535,73,$225.00,$45.00,"$16,380.00"
1103287,8/04/2018,Retail,Individual,Rebecca Kiehn,New York,Robots,RS704,RLK-9920 Robot,1,$699.00,0,$699.00
1103288,8/05/2018,Wholesale,Business,Thompson Inc.,Massachusetts,Training Videos,TV809,Understanding 3D Printing,4,$42.99,$8.60,$163.36
1103289,8/05/2018,Retail,Individual,Milly Parrot,Indiana,eBooks,EB506,Delta Robots,1,$16.99,0,$16.99
1103290,8/05/2018,Wholesale,Business,Beier Inc.,Michigan,Robot Kits,RK603,BYOR-1500,9,$189.00,$37.80,"$1,663.20"
1103291,8/05/2018,Retail,Individual,Joeseph Douglas,Kansas,Robots,RS706,RWW-75 Robot,1,$883.00,0,$883.00
1103292,8/06/2018,Wholesale,Business,Treutel Group,New York,eBooks,EB521,Understanding Artificial Intelligence,6,$19.50,$3.90,$113.10
1103293,8/06/2018,Wholesale,Business,Schinner Inc.,Florida,Training Videos,TV806,Mapping with Drones,10,$49.00,$9.80,$480.20
1103294,8/06/2018,Retail,Individual,Rivalee Cortes,Florida,Drones,DS307,MICR-564K Drone,1,$499.00,0,$499.00
1103295,8/06/2018,Wholesale,Business,Grant LLC,Arizona,Training Videos,TV805,Industrial 3D Printing ,15,$49.00,$9.80,$725.20
1103296,8/06/2018,Wholesale,Business,Dickens LLC,Connecticut,Blueprints,BP108,Panda Robot Blueprint,49,$7.99,$1.60,$389.91
1103297,8/06/2018,Wholesale,Business,Gusikowski Group,North Carolina,Robots,RS702,MICR-23K Robot,49,$899.00,$179.80,"$43,871.20"
1103298,8/07/2018,Wholesale,Business,Bailey Inc.,South Carolina,Blueprints,BP106,Hexacopter Drone Blueprint,6,$8.99,$1.80,$52.14
1103299,8/07/2018,Wholesale,Business,Lakin LLC,Pennsylvania,Training Videos,TV811,Understanding Drone Regulations,67,$27.50,$5.50,"$1,837.00"
1103300,8/07/2018,Wholesale,Business,Kirlin Inc.,Washington,Drones,DS306,DX-145 Drone,96,$250.00,$50.00,"$23,950.00"
1103301,8/07/2018,Retail,Individual,Andriana Campes,Kansas,eBooks,EB507,Drone Building Essentials,1,$13.99,0,$13.99
1103302,8/08/2018,Wholesale,Business,Murazik Inc.,Arizona,Robot Kits,RK602,BYOR-1000,3,$189.00,$37.80,$529.20
1103303,8/08/2018,Retail,Individual,Berry Naper,Florida,Training Videos,TV802,AI for Educators,1,$49.95,0,$49.95
1103304,8/08/2018,Retail,Individual,Maurene Munning,Alabama,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1103305,8/08/2018,Retail,Individual,Jeff Fay-Franecki,Virginia,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1103306,8/08/2018,Wholesale,Business,Larson Inc.,Georgia,eBooks,EB506,Delta Robots,10,$16.99,$3.40,$166.50
1103307,8/08/2018,Retail,Individual,Gwendolyn Morissette,Maryland,Robots,RS706,RWW-75 Robot,1,$883.00,0,$883.00
1103308,8/08/2018,Wholesale,Business,Harris Inc.,Oklahoma,Training Videos,TV809,Understanding 3D Printing,12,$42.99,$8.60,$507.28
1103309,8/08/2018,Wholesale,Business,Boyer LLC,Texas,Blueprints,BP108,Panda Robot Blueprint,86,$7.99,$1.60,$685.54
1103310,8/08/2018,Wholesale,Business,Boehm Inc.,Idaho,Training Videos,TV806,Mapping with Drones,82,$49.00,$9.80,"$4,008.20"
1103311,8/08/2018,Retail,Individual,Feodora Chasney,Washington,eBooks,EB514,Polar Robots,1,$23.99,0,$23.99
1103312,8/09/2018,Wholesale,Business,Bechtelar LLC,Arizona,Robots,RS707,RXW-9807 Robot,9,$599.00,$119.80,"$5,271.20"
1103313,8/09/2018,Retail,Individual,Mitchell Schimmel,North Carolina,Drone Kits,DK208,BYOD-500,4,$167.00,0,$668.00
1103314,8/09/2018,Wholesale,Business,Hayes LLC,Illinois,Training Videos,TV802,AI for Educators,11,$49.95,$9.99,$539.46
1103315,8/09/2018,Retail,Business,Rowe LLC,Washington,Blueprints,BP105,Creature Robot Arms Blueprint ,77,$12.00,0,$924.00
1103316,8/09/2018,Retail,Individual,Ardelle Arnson,Virginia,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99,0,$8.99
1103317,8/09/2018,Wholesale,Business,Bosco Group,South Carolina,eBooks,EB509,GPS Drones,60,$19.99,$4.00,"$1,195.40"
1103318,8/10/2018,Wholesale,Business,Lockman Group,Kansas,Blueprints,BP104,Cat Robot Blueprint,5,$4.99,$1.00,$23.95
1103319,8/10/2018,Wholesale,Business,Collier and Sons,Tennessee,Training Videos,TV804,Drone Video Techniques,8,$37.99,$7.60,$296.32
1103320,8/10/2018,Retail,Individual,Verile Crossan,Texas,Training Videos,TV810,Understanding Automation,1,$44.95,0,$44.95
1103321,8/10/2018,Wholesale,Business,Schoen Technologies,Georgia,Drone Kits,DK206,BYOD-400,7,$119.00,$23.80,$809.20
1103322,8/10/2018,Wholesale,Business,Langosh Inc.,Minnesota,Robot Kits,RK606,BYOR-3535,9,$225.00,$45.00,"$1,980.00"
1103323,8/10/2018,Retail,Individual,Moina Jarrel,Colorado,Robots,RS705,RQTE-554 Robot,1,$684.00,0,$684.00
1103324,8/11/2018,Retail,Individual,Ari Krajcik,Maryland,Robot Kits,RK603,BYOR-1500,2,$189.00,0,$378.00
1103325,8/11/2018,Wholesale,Business,Collier and Sons,Tennessee,Robots,RS703,RCB-889 Robot,8,$549.00,$109.80,"$4,282.20"
1103326,8/11/2018,Wholesale,Business,Mills Inc.,Oklahoma,Drone Kits,DK206,BYOD-400,4,$119.00,$23.80,$452.20
1103327,8/11/2018,Wholesale,Business,Durgan Group,Indiana,eBooks,EB521,Understanding Artificial Intelligence,6,$19.50,$3.90,$113.10
1103328,8/11/2018,Wholesale,Business,Hamill Inc.,Florida,Training Videos,TV805,Industrial 3D Printing ,11,$49.00,$9.80,$529.20
1103329,8/11/2018,Wholesale,Business,Pollich Inc.,Florida,Blueprints,BP107,Ladybug Robot Blueprint,7,$12.00,$2.40,$81.60
1103330,8/11/2018,Wholesale,Business,The TMC Company,Tennessee,Blueprints,BP110,Sleepy Eye Blueprint,7,$11.99,$2.40,$81.53
1103331,8/11/2018,Wholesale,Business,Lehner Inc.,Tennessee,Blueprints,BP101,All Eyes Drone Blueprint,88,$9.99,$2.00,$877.12
1103332,8/11/2018,Wholesale,Business,Schroeder Library,Texas,Drones,DS303,DTD-7000 Drone,19,$450.00,$90.00,"$8,460.00"
1103333,8/12/2018,Retail,Individual,Brittney Hartwright,North Carolina,Blueprints,BP105,Creature Robot Arms Blueprint ,1,$12.00,0,$12.00
1103334,8/12/2018,Wholesale,Business,Boehm Inc.,Idaho,eBooks,EB518,Single Rotor Drones,4,$14.99,$3.00,$56.96
1103335,8/12/2018,Retail,Individual,Ransell Nesby,Illinois,Robot Kits,RK606,BYOR-3535,1,$225.00,0,$225.00
1103336,8/12/2018,Retail,Individual,Vince McCaffrey,California,Training Videos,TV810,Understanding Automation,1,$44.95,0,$44.95
1103337,8/12/2018,Wholesale,Business,Little and Sons,California,Blueprints,BP102,Bsquare Robot Blueprint,7,$8.99,$1.80,$61.13
1103338,8/12/2018,Wholesale,Business,Kutch Inc.,Virginia,Training Videos,TV802,AI for Educators,12,$49.95,$9.99,$589.41
1103339,8/12/2018,Wholesale,Business,Casper-Brown,California,Drone Kits,DK204,BYOD-300,7,$89.00,$17.80,$605.20
1103340,8/12/2018,Retail,Individual,Bryana Buckoke,Georgia,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1103341,8/12/2018,Retail,Individual,Cozmo Auchterlony,Georgia,Blueprints,BP108,Panda Robot Blueprint,1,$7.99,0,$7.99
1103342,8/13/2018,Retail,Individual,Olivette Bohlsen,Arizona,Drone Kits,DK209,BYOD-550,2,$179.00,0,$358.00
1103343,8/13/2018,Wholesale,Business,Langosh Inc.,Minnesota,Robots,RS706,RWW-75 Robot,8,$883.00,$176.60,"$6,887.40"
1103344,8/13/2018,Retail,Individual,Brit Creelman,Texas,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1103345,8/13/2018,Wholesale,Business,Homenick Group,New York,Blueprints,BP106,Hexacopter Drone Blueprint,10,$8.99,$1.80,$88.10
1103346,8/13/2018,Wholesale,Business,Rippin Industries,Iowa,Blueprints,BP108,Panda Robot Blueprint,12,$7.99,$1.60,$94.28
1103347,8/13/2018,Retail,Business,Wehner Inc.,Virginia,Blueprints,BP104,Cat Robot Blueprint,3,$4.99,0,$14.97
1103348,8/13/2018,Retail,Individual,Hannah Hagenes,Connecticut,eBooks,EB511,Helicopter Drones,1,$20.95,0,$20.95
1103349,8/13/2018,Wholesale,Business,Gerhold Group,New York,Drone Kits,DK201,BYOD-100,10,$54.00,$10.80,$529.20
1103350,8/13/2018,Retail,Individual,Renee Wisoky,Maryland,eBooks,EB505,Delivery Drones,1,$14.99,0,$14.99
1103351,8/13/2018,Retail,Individual,Stephenie Pagin,Ohio,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1103352,8/14/2018,Wholesale,Business,Koepp Inc.,Pennsylvania,Blueprints,BP102,Bsquare Robot Blueprint,4,$8.99,$1.80,$34.16
1103353,8/14/2018,Wholesale,Business,King Inc.,Tennessee,eBooks,EB502,Building Your First Robot,10,$24.95,$4.99,$244.51
1103354,8/14/2018,Wholesale,Business,Blick Inc.,Delaware,Drone Kits,DK209,BYOD-550,5,$179.00,$35.80,$859.20
1103355,8/14/2018,Wholesale,Business,Hettinger and Sons,West Virginia,eBooks,EB506,Delta Robots,5,$16.99,$3.40,$81.55
1103356,8/14/2018,Wholesale,Business,The Davis Company,Ohio,Robot Kits,RK603,BYOR-1500,5,$189.00,$37.80,$907.20
1103357,8/14/2018,Wholesale,Business,Dickens LLC,Connecticut,Robot Kits,RK605,BYOR-3000,3,$214.00,$42.80,$599.20
1103358,8/14/2018,Retail,Individual,Fowler Stoodley,New Jersey,Drone Kits,DK202,BYOD-200,1,$58.95,0,$58.95
1103359,8/14/2018,Retail,Business,Hilll LLC,North Carolina,Training Videos,TV806,Mapping with Drones,32,$49.00,0,"$1,568.00"
1103360,8/14/2018,Retail,Individual,Sebastien Casbourne,Virginia,Training Videos,TV804,Drone Video Techniques,1,$37.99,0,$37.99
1103361,8/15/2018,Retail,Individual,Ricki Yukhnini,New York,eBooks,EB505,Delivery Drones,1,$14.99,0,$14.99
1103362,8/15/2018,Retail,Individual,Milla Pfannerstill,Kentucky,Drone Kits,DK202,BYOD-200,3,$58.95,0,$176.85
1103363,8/16/2018,Retail,Individual,Leslie Connelly,California,eBooks,EB511,Helicopter Drones,1,$20.95,0,$20.95
1103364,8/16/2018,Wholesale,Business,Wehner and Sons,California,eBooks,EB507,Drone Building Essentials,10,$13.99,$2.80,$137.10
1103365,8/16/2018,Wholesale,Business,Jacobi LLC,Arizona,Training Videos,TV806,Mapping with Drones,12,$49.00,$9.80,$578.20
1103366,8/16/2018,Wholesale,Business,Moore LLC,Indiana,Drone Kits,DK206,BYOD-400,4,$119.00,$23.80,$452.20
1103367,8/16/2018,Wholesale,Business,Pagac LLC,Virginia,Training Videos,TV812,Understanding Raspberry PI,9,$28.99,$5.80,$255.11
1103368,8/16/2018,Retail,Individual,Devin Gingles,Florida,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99,0,$8.99
1103369,8/16/2018,Retail,Individual,Mavra Liebrecht,Ohio,Training Videos,TV806,Mapping with Drones,1,$49.00,0,$49.00
1103370,8/16/2018,Wholesale,Business,Kassulke-Schneider,Tennessee,Training Videos,TV805,Industrial 3D Printing ,74,$49.00,$9.80,"$3,616.20"
1103371,8/16/2018,Retail,Individual,Resse Moen,Connecticut,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1103372,8/17/2018,Wholesale,Business,Cummings LLC,New York,Drones,DS303,DTD-7000 Drone,8,$450.00,$90.00,"$3,510.00"
1103373,8/17/2018,Retail,Individual,Dolli Rove,Massachusetts,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50,0,$19.50
1103374,8/17/2018,Retail,Individual,Garey Cholton,Oregon,Drones,DS306,DX-145 Drone,2,$250.00,0,$500.00
1103375,8/17/2018,Retail,Business,Sporer Inc.,North Carolina,Training Videos,TV804,Drone Video Techniques,46,$37.99,0,"$1,747.54"
1103376,8/18/2018,Retail,Individual,Paulie Squier,New York,eBooks,EB502,Building Your First Robot,1,$24.95,0,$24.95
1103377,8/18/2018,Retail,Individual,Randi Bubb,Georgia,Drone Kits,DK209,BYOD-550,1,$179.00,0,$179.00
1103378,8/18/2018,Wholesale,Business,The Mayer Company,Florida,Robot Kits,RK603,BYOR-1500,6,$189.00,$37.80,"$1,096.20"
1103379,8/18/2018,Retail,Individual,Wright Thyng,Minnesota,Robot Kits,RK607,BYOR-4005,1,$245.00,0,$245.00
1103380,8/18/2018,Wholesale,Business,LMD Resources,New Hampshire,Blueprints,BP105,Creature Robot Arms Blueprint ,6,$12.00,$2.40,$69.60
1103381,8/18/2018,Retail,Individual,Abigail Johnston,Utah,Training Videos,TV804,Drone Video Techniques,1,$37.99,0,$37.99
1103382,8/18/2018,Retail,Individual,Ruby Kassulke,Massachusetts,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1103383,8/18/2018,Wholesale,Business,Waters Co.,Indiana,eBooks,EB513,Photograph Drones,13,$14.99,$3.00,$191.87
1103384,8/18/2018,Retail,Individual,Freddi Pettett,West Virginia,eBooks,EB516,RTF Drones,1,$16.99,0,$16.99
1103385,8/18/2018,Wholesale,Business,Schroeder Library,Texas,Drones,DS305,DTI-84 Drone,63,$455.00,$91.00,"$28,574.00"
1103386,8/19/2018,Retail,Individual,Jeni Bear,Georgia,eBooks,EB516,RTF Drones,1,$16.99,0,$16.99
1103387,8/19/2018,Wholesale,Business,Jenkins LLC,North Carolina,Training Videos,TV803,Cloud Computing,10,$29.99,$6.00,$293.90
1103388,8/19/2018,Wholesale,Business,Waelchi Inc.,New York,eBooks,EB514,Polar Robots,5,$23.99,$4.80,$115.15
1103389,8/19/2018,Retail,Individual,Lemmy Sandiland,Virginia,Drone Kits,DK208,BYOD-500,1,$167.00,0,$167.00
1103390,8/19/2018,Retail,Individual,Ariadne Corro,Texas,eBooks,EB514,Polar Robots,1,$23.99,0,$23.99
1103391,8/19/2018,Retail,Individual,Aubine Axelbey,Iowa,eBooks,EB513,Photograph Drones,1,$14.99,0,$14.99
1103392,8/20/2018,Retail,Individual,Patrice Pashe,VIrginia,Robot Kits,RK603,BYOR-1500,1,$189.00,0,$189.00
1103393,8/20/2018,Retail,Individual,Hank De Carolis,Georgia,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99,0,$8.99
1103394,8/20/2018,Retail,Individual,Samantha Archbald,New York,Drone Kits,DK204,BYOD-300,1,$89.00,0,$89.00
1103395,8/20/2018,Retail,Individual,Bartlet Montier,Florida,Drones,DS305,DTI-84 Drone,1,$455.00,0,$455.00
1103396,8/20/2018,Retail,Individual,Edan Nixon,Oklahoma,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1103397,8/20/2018,Retail,Individual,Nicholas Schmeler,Florida,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99,0,$8.99
1103398,8/20/2018,Retail,Individual,Dory Graham,Florida,Drones,DS306,DX-145 Drone,1,$250.00,0,$250.00
1103399,8/20/2018,Retail,Individual,Morrie Tremberth,Texas,Drone Kits,DK209,BYOD-550,2,$179.00,0,$358.00
1103400,8/20/2018,Wholesale,Business,Schaefer Inc.,Massachusetts,Drone Kits,DK206,BYOD-400,7,$119.00,$23.80,$809.20
1103401,8/20/2018,Wholesale,Business,Schinner Inc.,Florida,eBooks,EB503,Building Your Own Drone,8,$24.99,$5.00,$194.92
1103402,8/20/2018,Wholesale,Business,LMD Resources,New Hampshire,Drones,DS306,DX-145 Drone,72,$250.00,$50.00,"$17,950.00"
1103403,8/20/2018,Wholesale,Business,CDIA Inc..,Colorado,Robot Kits,RK602,BYOR-1000,44,$189.00,$37.80,"$8,278.20"
1103404,8/20/2018,Wholesale,Business,Grady Inc.,Florida,Robot Kits,RK602,BYOR-1000,5,$189.00,$37.80,$907.20
1103405,8/21/2018,Wholesale,Business,Kreiger LLC,New York,Training Videos,TV805,Industrial 3D Printing ,3,$49.00,$9.80,$137.20
1103406,8/21/2018,Retail,Individual,Bridget Mulqueen,Texas,eBooks,EB504,Cartesian Robots,1,$12.99,0,$12.99
1103407,8/21/2018,Wholesale,Business,Metz Group,Delaware,Drone Kits,DK209,BYOD-550,8,$179.00,$35.80,"$1,396.20"
1103408,8/21/2018,Wholesale,Business,Baumbach Security,North Dakota,Drone Kits,DK204,BYOD-300,8,$89.00,$17.80,$694.20
1103409,8/21/2018,Wholesale,Business,McCullough LLC,North Carolina,eBooks,EB520,Understanding Arduino,10,$17.50,$3.50,$171.50
1103410,8/21/2018,Wholesale,Business,Stehr Group,North Carolina,Robot Kits,RK603,BYOR-1500,77,$189.00,$37.80,"$14,515.20"
1103411,8/22/2018,Retail,Individual,Gunther Tweedlie,West Virginia,Training Videos,TV811,Understanding Drone Regulations,1,$27.50,0,$27.50
1103412,8/22/2018,Wholesale,Business,Frami LLC,Louisiana,Blueprints,BP104,Cat Robot Blueprint,7,$4.99,$1.00,$33.93
1103413,8/22/2018,Retail,Individual,Artair Stratiff,Michigan,eBooks,EB519,Spherical Robots,1,$16.75,0,$16.75
1103414,8/22/2018,Retail,Individual,Ralf Waylett,Alaska,Drone Kits,DK201,BYOD-100,2,$54.00,0,$108.00
1103415,8/22/2018,Retail,Individual,Ruecker Wolff,Iowa,Blueprints,BP101,All Eyes Drone Blueprint,1,$9.99,0,$9.99
1103416,8/23/2018,Retail,Individual,Ginevra Eppson,Missouri,Drone Kits,DK206,BYOD-400,1,$119.00,0,$119.00
1103417,8/23/2018,Wholesale,Business,Cole Inc.,Minnesota,eBooks,EB503,Building Your Own Drone,4,$24.99,$5.00,$94.96
1103418,8/23/2018,Wholesale,Business,Nolan Inc.,Massachusetts,eBooks,EB502,Building Your First Robot,7,$24.95,$4.99,$169.66
1103419,8/23/2018,Retail,Individual,Richard Swift,Texas,eBooks,EB507,Drone Building Essentials,1,$13.99,0,$13.99
1103420,8/23/2018,Wholesale,Business,Hettinger and Sons,West Virginia,eBooks,EB513,Photograph Drones,8,$14.99,$3.00,$116.92
1103421,8/23/2018,Wholesale,Business,Spinka LLC,Nevada,Robot Kits,RK603,BYOR-1500,11,$189.00,$37.80,"$2,041.20"
1103422,8/23/2018,Retail,Individual,Sofia Deppen,Massachusetts,Drone Kits,DK201,BYOD-100,1,$54.00,0,$54.00
1103423,8/23/2018,Wholesale,Business,Price Inc.,Texas,Training Videos,TV808,Robotic Essentials,6,$34.99,$7.00,$202.94
1103424,8/23/2018,Retail,Individual,Lucy Dickens,Oregon,Drones,DS306,DX-145 Drone,1,$250.00,0,$250.00
1103425,8/24/2018,Retail,Individual,Ammamaria Pittway,Michigan,Robots,RS704,RLK-9920 Robot,1,$699.00,0,$699.00
1103426,8/24/2018,Wholesale,Business,Thompson Inc.,Massachusetts,Blueprints,BP102,Bsquare Robot Blueprint,4,$8.99,$1.80,$34.16
1103427,8/24/2018,Retail,Individual,Jere Court,California,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1103428,8/24/2018,Retail,Individual,Codie Galway,Illinois,Robot Kits,RK602,BYOR-1000,1,$189.00,0,$189.00
1103429,8/24/2018,Wholesale,Business,Schoen Technologies,Georgia,Robots,RS703,RCB-889 Robot,10,$549.00,$109.80,"$5,380.20"
1103430,8/24/2018,Wholesale,Business,Gibson Group,Florida,eBooks,EB513,Photograph Drones,12,$14.99,$3.00,$176.88
1103431,8/24/2018,Retail,Individual,KevinBednar,New York,Blueprints,BP109,QuadroCopter Blueprint ,1,$10.99,0,$10.99
1103432,8/25/2018,Wholesale,Business,Anderson LLC,Ohio,eBooks,EB502,Building Your First Robot,7,$24.95,$4.99,$169.66
1103433,8/25/2018,Wholesale,Business,The Lesch Company,Maryland,Blueprints,BP108,Panda Robot Blueprint,8,$7.99,$1.60,$62.32
1103434,8/25/2018,Wholesale,Business,Harber LLC,Florida,Blueprints,BP107,Ladybug Robot Blueprint,10,$12.00,$2.40,$117.60
1103435,8/25/2018,Wholesale,Business,Trantow Technologies,Mississippi,Training Videos,TV811,Understanding Drone Regulations,5,$27.50,$5.50,$132.00
1103436,8/25/2018,Wholesale,Business,Pacocha Inc.,California,eBooks,EB508,Fixed Wing Drones,7,$15.50,$3.10,$105.40
1103437,8/25/2018,Wholesale,Business,Faded Light Inc..,Missouri,eBooks,EB504,Cartesian Robots,46,$12.99,$2.60,$594.94
1103438,8/25/2018,Wholesale,Business,Bergnaum Group,Ohio,eBooks,EB506,Delta Robots,34,$16.99,$3.40,$574.26
1103439,8/26/2018,Wholesale,Business,Windler Tech Supplies,Wyoming,Blueprints,BP104,Cat Robot Blueprint,11,$4.99,$1.00,$53.89
1103440,8/26/2018,Wholesale,Business,Rutherford Group,South Carolina,eBooks,EB512,Multi Rotor Drones,5,$24.95,$4.99,$119.76
1103441,8/26/2018,Wholesale,Business,Boehm Inc.,Idaho,eBooks,EB514,Polar Robots,6,$23.99,$4.80,$139.14
1103442,8/26/2018,Wholesale,Business,Kohler LLC,Georgia,Drone Kits,DK201,BYOD-100,8,$54.00,$10.80,$421.20
1103443,8/26/2018,Wholesale,Business,Maggio LLC,Pennsylvania,Drone Kits,DK204,BYOD-300,10,$89.00,$17.80,$872.20
1103444,8/26/2018,Retail,Individual,Kenton Blackboro,Ohio,Training Videos,TV813,Virtual Reality Basics,1,$29.99,0,$29.99
1103445,8/26/2018,Retail,Individual,Adelaide Endrizzi,Georgia,Drone Kits,DK201,BYOD-100,1,$54.00,0,$54.00
1103446,8/26/2018,Retail,Individual,Huey Hiorn,Kansas,Training Videos,TV811,Understanding Drone Regulations,1,$27.50,0,$27.50
1103447,8/26/2018,Wholesale,Business,Trantow Technologies,Mississippi,Drones,DS307,MICR-564K Drone,104,$499.00,$99.80,"$51,796.20"
1103448,8/27/2018,Retail,Individual,Seka Ortell,Pennsylvania,Robot Kits,RK603,BYOR-1500,2,$189.00,0,$378.00
1103449,8/27/2018,Wholesale,Business,D'Amore LLC,Pennsylvania,Robot Kits,RK607,BYOR-4005,11,$245.00,$49.00,"$2,646.00"
1103450,8/27/2018,Retail,Individual,Gene Runolfsdottir,Hawaii,Drone Kits,DK208,BYOD-500,4,$167.00,0,$668.00
1103451,8/27/2018,Retail,Individual,Valencia Itzkovitch,Idaho,eBooks,EB509,GPS Drones,1,$19.99,0,$19.99
1103452,8/27/2018,Retail,Individual,Harald Menendez,California,eBooks,EB508,Fixed Wing Drones,1,$15.50,0,$15.50
1103453,8/27/2018,Retail,Individual,Binny Dethloff,New York,Drone Kits,DK201,BYOD-100,1,$54.00,0,$54.00
1103454,8/27/2018,Wholesale,Business,Hilpert Industries,Minnesota,Robots,RS706,RWW-75 Robot,9,$883.00,$176.60,"$7,770.40"
1103455,8/28/2018,Retail,Individual,Matthus Maden,California,eBooks,EB507,Drone Building Essentials,1,$13.99,0,$13.99
1103456,8/28/2018,Retail,Individual,Marco Rowler,Florida,eBooks,EB508,Fixed Wing Drones,1,$15.50,0,$15.50
1103457,8/28/2018,Retail,Individual,Shana Domnick,Maryland,Training Videos,TV810,Understanding Automation,1,$44.95,0,$44.95
1103458,8/28/2018,Wholesale,Business,Wehner and Sons,California,eBooks,EB513,Photograph Drones,11,$14.99,$3.00,$161.89
1103459,8/28/2018,Retail,Individual,Daven Buckeridge,Tennessee,Drone Kits,DK206,BYOD-400,1,$119.00,0,$119.00
1103460,8/28/2018,Retail,Individual,Tedman Poplee,Texas,Drones,DS302,DC-304 Drone,1,$395.00,0,$395.00
1103461,8/28/2018,Retail,Individual,Dori Hatchard,Kansas,Drones,DS303,DTD-7000 Drone,1,$450.00,0,$450.00
1103462,8/28/2018,Retail,Individual,Jules Wilton,Virginia,Drone Kits,DK206,BYOD-400,1,$119.00,0,$119.00
1103463,8/28/2018,Wholesale,Business,Pollich Inc.,Florida,eBooks,EB512,Multi Rotor Drones,5,$24.95,$4.99,$119.76
1103464,8/28/2018,Wholesale,Business,Schuppe Inc.,Alabama,eBooks,EB506,Delta Robots,4,$16.99,$3.40,$64.56
1103465,8/28/2018,Wholesale,Business,Schaefer Inc.,Massachusetts,Robot Kits,RK603,BYOR-1500,97,$189.00,$37.80,"$18,295.20"
1103466,8/28/2018,Wholesale,Business,Dietrich Engineering ,Illinois,Drone Kits,DK202,BYOD-200,92,$58.95,$11.79,"$5,411.61"
1103467,8/28/2018,Wholesale,Business,Mraz Ullrich Inc..,Virginia,Robot Kits,RK606,BYOR-3535,38,$225.00,$45.00,"$8,505.00"
1103468,8/29/2018,Wholesale,Business,White Group,Ohio,eBooks,EB501,Articulated Robots,7,$23.99,$4.80,$163.13
1103469,8/29/2018,Wholesale,Business,Stehr Group,North Carolina,Blueprints,BP104,Cat Robot Blueprint,4,$4.99,$1.00,$18.96
1103470,8/29/2018,Wholesale,Business,Wilkinson LLC,Massachusetts,Training Videos,TV810,Understanding Automation,8,$44.95,$8.99,$350.61
1103471,8/29/2018,Wholesale,Business,Zemlak Inc.,California,Training Videos,TV813,Virtual Reality Basics,12,$29.99,$6.00,$353.88
1103472,8/30/2018,Retail,Individual,Hilliard Syddie,West Virginia,Robot Kits,RK606,BYOR-3535,1,$225.00,0,$225.00
1103473,8/30/2018,Retail,Individual,Glyn Fernehough,Texas,Robot Kits,RK606,BYOR-3535,1,$225.00,0,$225.00
1103474,8/30/2018,Wholesale,Business,Grimes-Satterfield,New York,Blueprints,BP102,Bsquare Robot Blueprint,3,$8.99,$1.80,$25.17
